weather_id,timestamp,state,district,latitude,longitude,rainfall_1h_mm,rainfall_6h_mm,rainfall_24h_mm,rainfall_3day_mm,temperature_c,humidity_percent,wind_speed_kmph,pressure_hpa,weather_condition
W000590,2025-05-30 03:36:00,Arunachal Pradesh,Tawang,27.6586,91.9316,1.7,6.5,13.0,35.6,10.5,58,31.0,733.4,LIGHT_RAIN
W000591,2025-05-30 06:00:00,Arunachal Pradesh,West Kameng,27.1179,92.4148,2.6,5.5,9.6,23.2,14.1,76,11.2,799.2,LIGHT_RAIN
W000592,2025-05-30 08:24:00,Arunachal Pradesh,Papum Pare,27.1666,93.5167,0.5,1.4,2.9,9.5,29.8,71,31.3,986.2,LIGHT_RAIN
W000593,2025-05-30 10:48:00,Arunachal Pradesh,East Siang,28.1359,95.2114,3.0,7.2,9.6,27.2,32.8,57,10.7,992.6,LIGHT_RAIN
W000594,2025-05-30 13:12:00,Arunachal Pradesh,Lower Subansiri,27.4816,93.6992,3.3,5.0,10.1,22.8,26.6,48,41.8,857.3,LIGHT_RAIN
W000595,2025-05-30 15:36:00,Assam,Kamrup Metropolitan,26.1433,91.7394,0.5,1.9,2.3,7.2,23.9,61,31.0,1011.2,LIGHT_RAIN
W000596,2025-05-30 18:00:00,Assam,Kamrup Rural,26.1453,91.4885,3.9,7.5,12.7,37.3,28.8,62,26.0,1011.2,LIGHT_RAIN
W000597,2025-05-30 20:24:00,Assam,Darrang,26.3366,92.1032,2.1,4.6,7.8,18.8,23.0,66,22.7,1011.2,LIGHT_RAIN
W000598,2025-05-30 22:48:00,Assam,Sonitpur,26.5572,92.7841,0.1,0.5,0.6,1.2,25.0,50,24.2,1006.6,CLEAR
W000599,2025-05-31 01:12:00,Assam,Dibrugarh,27.6109,94.7726,2.4,9.9,12.6,29.8,30.9,68,31.8,998.5,LIGHT_RAIN
W000600,2025-05-31 03:36:00,Assam,Cachar,24.8091,92.7254,2.8,8.3,12.9,35.0,23.4,61,16.4,1011.2,LIGHT_RAIN
W000601,2025-05-31 06:00:00,Assam,Nagaon,26.443,92.7055,0.5,2.8,3.5,11.1,30.7,72,20.7,1011.2,LIGHT_RAIN
W000602,2025-05-31 08:24:00,Meghalaya,East Khasi Hills,25.4826,91.9846,1.7,4.7,5.9,12.7,27.5,74,13.9,872.6,LIGHT_RAIN
W000603,2025-05-31 10:48:00,Meghalaya,West Khasi Hills,25.4995,91.1947,1.4,3.9,5.9,15.7,32.2,61,13.4,883.1,LIGHT_RAIN
W000604,2025-05-31 13:12:00,Meghalaya,Ri-Bhoi,25.887,91.8407,2.8,5.1,8.2,18.5,29.8,60,8.7,961.6,LIGHT_RAIN
W000605,2025-05-31 15:36:00,Meghalaya,West Jaintia Hills,25.4868,92.1892,3.9,8.1,11.8,39.2,27.7,62,10.0,881.4,LIGHT_RAIN
W000606,2025-05-31 18:00:00,Sikkim,East Sikkim,27.4217,88.6762,1.3,3.5,4.7,14.7,12.7,75,12.3,850.6,LIGHT_RAIN
W000607,2025-05-31 20:24:00,Sikkim,North Sikkim,27.3519,88.523,2.7,5.9,9.5,27.7,7.6,53,33.9,776.1,LIGHT_RAIN
W000608,2025-05-31 22:48:00,Sikkim,South Sikkim,27.228,88.2029,0.7,3.0,3.9,12.8,28.9,49,25.1,887.6,LIGHT_RAIN
W000609,2025-06-01 01:12:00,Nagaland,Kohima,25.7798,94.1768,20.4,82.0,144.8,308.2,23.9,93,16.2,876.7,TORRENTIAL_RAIN
W000610,2025-06-01 03:36:00,Nagaland,Dimapur,25.8827,93.8659,9.2,50.7,70.2,191.6,32.2,88,16.4,998.2,HEAVY_RAIN
W000611,2025-06-01 06:00:00,Nagaland,Mokokchung,26.4514,94.6392,9.7,28.7,47.9,118.2,24.4,93,11.7,883.3,MODERATE_RAIN
W000612,2025-06-01 08:24:00,Manipur,Imphal West,24.8045,94.0112,19.1,56.0,74.7,212.4,24.5,86,36.9,934.9,HEAVY_RAIN
W000613,2025-06-01 10:48:00,Manipur,Bishnupur,24.7284,93.6369,10.8,35.9,57.4,162.0,24.9,96,38.1,936.6,HEAVY_RAIN
W000614,2025-06-01 13:12:00,Manipur,Senapati,25.1492,93.9475,38.8,87.7,122.6,340.6,28.3,94,11.6,886.0,HEAVY_RAIN
W000615,2025-06-01 15:36:00,Mizoram,Aizawl,23.7873,92.7882,4.9,22.0,32.1,106.7,34.2,93,21.3,904.4,MODERATE_RAIN
W000616,2025-06-01 18:00:00,Mizoram,Kolasib,24.3531,92.5708,26.9,64.5,135.6,349.6,33.1,92,36.6,949.7,HEAVY_RAIN
W000617,2025-06-01 20:24:00,Mizoram,Lunglei,22.7793,92.7298,12.8,36.7,49.1,147.1,28.4,96,13.3,914.0,MODERATE_RAIN
W000618,2025-06-01 22:48:00,Tripura,West Tripura,23.9126,91.2724,10.7,26.3,43.2,140.4,32.2,91,31.1,1009.9,MODERATE_RAIN
W000619,2025-06-02 01:12:00,Tripura,Sipahijala,23.5323,91.3678,20.5,67.4,88.7,216.3,29.3,94,24.6,1005.7,HEAVY_RAIN
W000620,2025-06-02 03:36:00,Tripura,Dhalai,23.7645,91.957,16.8,70.9,89.7,270.1,32.9,86,37.4,1003.6,HEAVY_RAIN
W000621,2025-06-02 06:00:00,Arunachal Pradesh,Tawang,27.5428,91.8634,9.0,23.0,48.9,152.2,8.5,86,30.0,726.5,MODERATE_RAIN
W000622,2025-06-02 08:24:00,Arunachal Pradesh,West Kameng,27.1667,92.5515,40.6,114.1,169.3,462.6,6.9,87,40.0,792.8,TORRENTIAL_RAIN
W000623,2025-06-02 10:48:00,Arunachal Pradesh,Papum Pare,27.0254,93.6052,48.7,78.2,151.0,358.5,27.2,95,9.6,977.7,CLOUD_BURST
W000624,2025-06-02 13:12:00,Arunachal Pradesh,East Siang,27.9345,95.4103,20.0,69.3,152.8,469.3,32.3,88,31.3,1001.1,TORRENTIAL_RAIN
W000625,2025-06-02 15:36:00,Arunachal Pradesh,Lower Subansiri,27.5117,93.8691,23.9,83.7,119.6,323.5,31.4,88,22.4,858.2,HEAVY_RAIN
W000626,2025-06-02 18:00:00,Assam,Kamrup Metropolitan,26.2697,91.6087,12.8,79.1,98.2,308.9,30.6,91,10.4,1011.2,HEAVY_RAIN
W000627,2025-06-02 20:24:00,Assam,Kamrup Rural,26.2778,91.4396,28.4,80.8,147.6,342.6,22.8,92,13.4,1002.8,TORRENTIAL_RAIN
W000628,2025-06-02 22:48:00,Assam,Darrang,26.3148,92.0193,5.3,21.7,30.4,65.5,32.3,87,34.2,1011.2,MODERATE_RAIN
W000629,2025-06-03 01:12:00,Assam,Sonitpur,26.7011,92.7914,36.1,62.5,129.9,393.4,27.0,86,34.5,1006.7,HEAVY_RAIN
W000630,2025-06-03 03:36:00,Assam,Dibrugarh,27.3872,94.8181,18.4,38.8,85.5,231.4,30.8,94,30.0,1005.1,HEAVY_RAIN
W000631,2025-06-03 06:00:00,Assam,Cachar,24.8675,92.814,43.4,92.9,124.7,349.2,28.1,92,32.0,1008.6,HEAVY_RAIN
W000632,2025-06-03 08:24:00,Assam,Nagaon,26.3604,92.5523,25.7,61.5,117.5,230.8,26.6,86,31.8,1009.4,HEAVY_RAIN
W000633,2025-06-03 10:48:00,Meghalaya,East Khasi Hills,25.6216,91.9825,8.9,43.1,67.4,129.0,23.5,88,27.1,870.0,HEAVY_RAIN
W000634,2025-06-03 13:12:00,Meghalaya,West Khasi Hills,25.5985,91.4068,28.9,162.9,228.8,617.7,29.9,86,15.4,883.8,TORRENTIAL_RAIN
W000635,2025-06-03 15:36:00,Meghalaya,Ri-Bhoi,25.9844,91.8332,9.8,36.2,47.8,154.1,29.6,86,17.0,958.1,MODERATE_RAIN
W000636,2025-06-03 18:00:00,Meghalaya,West Jaintia Hills,25.3539,92.1457,36.8,149.1,181.0,458.0,28.1,93,19.7,886.0,TORRENTIAL_RAIN
W000637,2025-06-03 20:24:00,Sikkim,East Sikkim,27.2732,88.6991,12.1,43.3,82.6,209.9,7.4,91,33.0,851.5,HEAVY_RAIN
W000638,2025-06-03 22:48:00,Sikkim,North Sikkim,27.6499,88.6922,38.8,100.5,139.5,369.8,15.1,96,16.2,777.8,HEAVY_RAIN
W000639,2025-06-04 01:12:00,Sikkim,South Sikkim,27.1801,88.4374,11.2,58.1,77.8,237.1,27.0,95,26.5,882.5,HEAVY_RAIN
W000640,2025-06-04 03:36:00,Nagaland,Kohima,25.5909,94.2126,32.3,101.6,156.9,406.1,24.5,96,25.8,868.0,TORRENTIAL_RAIN
W000641,2025-06-04 06:00:00,Nagaland,Dimapur,26.0543,93.6296,40.5,61.3,130.9,391.9,24.8,94,32.4,997.0,HEAVY_RAIN
W000642,2025-06-04 08:24:00,Nagaland,Mokokchung,26.3843,94.6442,43.5,132.7,159.0,374.1,32.2,97,14.0,889.4,TORRENTIAL_RAIN
W000643,2025-06-04 10:48:00,Manipur,Imphal West,24.8373,93.8294,25.1,39.3,87.3,290.5,23.4,96,22.1,939.8,HEAVY_RAIN
W000644,2025-06-04 13:12:00,Manipur,Bishnupur,24.7735,93.7771,8.1,30.2,43.1,88.5,24.4,92,11.8,941.5,MODERATE_RAIN
W000645,2025-06-04 15:36:00,Manipur,Senapati,25.1798,93.9256,20.3,51.7,83.6,270.1,27.4,91,36.6,890.0,HEAVY_RAIN
W000646,2025-06-04 18:00:00,Mizoram,Aizawl,23.7613,92.8095,17.0,69.3,82.4,204.5,28.6,91,8.7,904.1,HEAVY_RAIN
W000647,2025-06-04 20:24:00,Mizoram,Kolasib,24.3233,92.6271,20.1,67.6,80.9,154.1,25.6,88,31.2,959.1,HEAVY_RAIN
W000648,2025-06-04 22:48:00,Mizoram,Lunglei,22.7725,92.6233,26.6,114.4,154.3,452.9,23.0,89,41.2,912.6,TORRENTIAL_RAIN
W000649,2025-06-05 01:12:00,Tripura,West Tripura,23.7936,91.4194,20.1,108.8,130.8,442.3,29.7,94,13.7,1010.8,HEAVY_RAIN
W000650,2025-06-05 03:36:00,Tripura,Sipahijala,23.5818,91.4548,32.5,107.7,156.2,362.4,22.6,88,20.8,1006.8,TORRENTIAL_RAIN
W000651,2025-06-05 06:00:00,Tripura,Dhalai,23.9882,91.8948,24.0,76.3,156.4,424.6,24.2,92,17.5,1003.2,TORRENTIAL_RAIN
W000652,2025-06-05 08:24:00,Arunachal Pradesh,Tawang,27.703,91.8935,10.0,29.5,60.8,125.9,14.5,95,40.2,730.5,HEAVY_RAIN
W000653,2025-06-05 10:48:00,Arunachal Pradesh,West Kameng,27.1671,92.3579,48.3,98.5,153.4,447.3,12.5,95,36.4,794.9,CLOUD_BURST
W000654,2025-06-05 13:12:00,Arunachal Pradesh,Papum Pare,26.9509,93.6772,23.2,88.7,130.4,422.7,29.6,91,28.4,980.6,HEAVY_RAIN
W000655,2025-06-05 15:36:00,Arunachal Pradesh,East Siang,28.2056,95.1857,31.5,47.6,94.4,248.8,23.4,92,21.9,996.3,HEAVY_RAIN
W000656,2025-06-05 18:00:00,Arunachal Pradesh,Lower Subansiri,27.5834,93.8719,21.2,64.3,97.9,199.9,30.1,94,41.8,864.9,HEAVY_RAIN
W000657,2025-06-05 20:24:00,Assam,Kamrup Metropolitan,26.2181,91.6576,18.4,72.3,150.3,333.2,32.4,96,37.4,1009.8,TORRENTIAL_RAIN
W000658,2025-06-05 22:48:00,Assam,Kamrup Rural,26.0616,91.6247,23.0,35.3,72.3,181.6,32.8,87,23.7,1005.5,HEAVY_RAIN
W000659,2025-06-06 01:12:00,Assam,Darrang,26.3054,91.9439,49.5,100.0,158.9,344.3,33.3,90,22.2,1005.4,CLOUD_BURST
W000660,2025-06-06 03:36:00,Assam,Sonitpur,26.5162,92.643,15.3,45.9,71.2,195.1,22.9,93,38.3,1006.6,HEAVY_RAIN
W000661,2025-06-06 06:00:00,Assam,Dibrugarh,27.3727,94.8862,28.1,69.3,101.0,279.9,29.6,90,41.3,997.5,HEAVY_RAIN
W000662,2025-06-06 08:24:00,Assam,Cachar,24.7137,92.7727,6.9,39.7,52.5,150.4,22.2,86,41.7,1005.9,HEAVY_RAIN
W000663,2025-06-06 10:48:00,Assam,Nagaon,26.2629,92.6694,23.3,56.1,77.0,159.6,24.9,98,14.6,1002.8,HEAVY_RAIN
W000664,2025-06-06 13:12:00,Meghalaya,East Khasi Hills,25.5244,92.0288,72.8,130.8,239.2,623.2,33.2,89,27.7,872.2,CLOUD_BURST
W000665,2025-06-06 15:36:00,Meghalaya,West Khasi Hills,25.4083,91.1325,26.7,148.3,204.3,644.0,25.2,94,28.4,881.9,TORRENTIAL_RAIN
W000666,2025-06-06 18:00:00,Meghalaya,Ri-Bhoi,25.9282,91.9141,41.8,154.7,203.4,540.1,26.4,90,40.9,959.2,TORRENTIAL_RAIN
W000667,2025-06-06 20:24:00,Meghalaya,West Jaintia Hills,25.4961,92.2322,63.0,186.3,228.0,620.7,32.8,87,36.9,883.4,CLOUD_BURST
W000668,2025-06-06 22:48:00,Sikkim,East Sikkim,27.2506,88.5135,28.0,115.9,164.9,349.3,10.2,98,19.6,848.7,TORRENTIAL_RAIN
W000669,2025-06-07 01:12:00,Sikkim,North Sikkim,27.512,88.5982,16.3,69.8,89.1,262.9,8.6,92,37.9,775.3,HEAVY_RAIN
W000670,2025-06-07 03:36:00,Sikkim,South Sikkim,27.1915,88.452,36.1,93.3,115.0,361.9,32.8,97,38.5,889.8,HEAVY_RAIN
W000671,2025-06-07 06:00:00,Nagaland,Kohima,25.5514,94.2058,22.0,111.2,152.1,330.6,24.4,96,12.1,870.1,TORRENTIAL_RAIN
W000672,2025-06-07 08:24:00,Nagaland,Dimapur,25.7645,93.6287,17.9,71.1,103.2,251.5,23.3,87,34.3,996.3,HEAVY_RAIN
W000673,2025-06-07 10:48:00,Nagaland,Mokokchung,26.2097,94.6055,11.1,36.8,64.0,142.5,22.7,88,38.4,883.8,HEAVY_RAIN
W000674,2025-06-07 13:12:00,Manipur,Imphal West,24.6943,93.95,35.6,91.0,138.1,415.0,32.1,93,30.1,939.9,HEAVY_RAIN
W000675,2025-06-07 15:36:00,Manipur,Bishnupur,24.5384,93.6279,23.9,52.3,87.9,270.9,29.0,86,17.4,938.1,HEAVY_RAIN
W000676,2025-06-07 18:00:00,Manipur,Senapati,25.1906,93.8785,32.0,96.3,128.5,360.8,24.3,86,24.4,887.2,HEAVY_RAIN
W000677,2025-06-07 20:24:00,Mizoram,Aizawl,23.7775,92.8101,22.0,95.8,134.8,409.9,23.2,90,10.2,903.2,HEAVY_RAIN
W000678,2025-06-07 22:48:00,Mizoram,Kolasib,24.2361,92.7822,25.2,103.7,148.4,324.7,27.6,85,31.5,949.1,TORRENTIAL_RAIN
W000679,2025-06-08 01:12:00,Mizoram,Lunglei,22.9361,92.8709,12.6,33.9,46.3,155.7,31.2,87,12.5,912.0,MODERATE_RAIN
W000680,2025-06-08 03:36:00,Tripura,West Tripura,23.7052,91.4076,8.5,42.0,53.2,122.7,30.9,92,34.9,1006.7,HEAVY_RAIN
W000681,2025-06-08 06:00:00,Tripura,Sipahijala,23.64,91.3334,39.1,60.5,127.4,370.8,25.2,95,22.8,1008.2,HEAVY_RAIN
W000682,2025-06-08 08:24:00,Tripura,Dhalai,23.8347,91.9847,8.8,57.8,71.7,147.0,32.3,89,13.7,1003.3,HEAVY_RAIN
W000683,2025-06-08 10:48:00,Arunachal Pradesh,Tawang,27.474,91.8364,42.6,136.5,172.5,367.9,17.8,85,31.6,726.4,TORRENTIAL_RAIN
W000684,2025-06-08 13:12:00,Arunachal Pradesh,West Kameng,27.3027,92.5161,25.6,48.9,81.9,241.3,10.0,90,31.9,800.2,HEAVY_RAIN
W000685,2025-06-08 15:36:00,Arunachal Pradesh,Papum Pare,27.1926,93.4927,30.0,151.6,203.6,516.9,22.8,89,41.6,980.8,TORRENTIAL_RAIN
W000686,2025-06-08 18:00:00,Arunachal Pradesh,East Siang,27.9989,95.3134,12.3,22.8,40.4,95.5,26.6,93,29.1,993.0,MODERATE_RAIN
W000687,2025-06-08 20:24:00,Arunachal Pradesh,Lower Subansiri,27.5763,93.9145,8.3,23.5,50.4,119.3,30.3,89,19.0,864.8,HEAVY_RAIN
W000688,2025-06-08 22:48:00,Assam,Kamrup Metropolitan,26.1709,91.8137,11.3,20.1,42.6,139.0,24.3,97,30.7,1001.9,MODERATE_RAIN
W000689,2025-06-09 01:12:00,Assam,Kamrup Rural,26.2689,91.6477,19.2,99.7,140.9,335.0,26.2,88,33.5,1002.5,TORRENTIAL_RAIN
W000690,2025-06-09 03:36:00,Assam,Darrang,26.4253,91.9959,17.7,77.5,110.1,238.0,28.2,94,22.7,1007.9,HEAVY_RAIN
W000691,2025-06-09 06:00:00,Assam,Sonitpur,26.5355,92.7635,41.8,82.5,119.6,366.3,29.4,88,26.3,1003.7,HEAVY_RAIN
W000692,2025-06-09 08:24:00,Assam,Dibrugarh,27.3344,95.0289,7.6,33.4,42.6,120.9,29.0,95,28.7,1004.4,MODERATE_RAIN
W000693,2025-06-09 10:48:00,Assam,Cachar,24.8259,92.7095,8.5,17.5,32.2,99.5,23.6,94,37.2,1011.2,MODERATE_RAIN
W000694,2025-06-09 13:12:00,Assam,Nagaon,26.2861,92.6181,14.4,50.1,69.7,186.0,24.4,90,14.9,1006.7,HEAVY_RAIN
W000695,2025-06-09 15:36:00,Meghalaya,East Khasi Hills,25.7205,91.8117,26.1,75.6,109.3,363.8,25.3,91,11.5,869.3,HEAVY_RAIN
W000696,2025-06-09 18:00:00,Meghalaya,West Khasi Hills,25.6077,91.1908,59.5,154.1,246.8,695.6,31.5,92,34.4,888.4,CLOUD_BURST
W000697,2025-06-09 20:24:00,Meghalaya,Ri-Bhoi,25.8825,92.004,22.8,68.9,122.2,365.5,24.3,98,40.1,960.1,HEAVY_RAIN
W000698,2025-06-09 22:48:00,Meghalaya,West Jaintia Hills,25.5602,92.2963,32.3,102.4,162.5,358.5,32.7,85,37.3,882.4,TORRENTIAL_RAIN
W000699,2025-06-10 01:12:00,Sikkim,East Sikkim,27.4018,88.5775,15.3,35.0,52.0,169.3,12.5,93,20.7,847.7,HEAVY_RAIN
W000700,2025-06-10 03:36:00,Sikkim,North Sikkim,27.3587,88.4578,23.1,42.8,66.7,189.9,6.6,92,35.4,768.6,HEAVY_RAIN
W000701,2025-06-10 06:00:00,Sikkim,South Sikkim,27.0299,88.2152,38.1,62.9,111.7,247.3,29.8,96,24.0,887.2,HEAVY_RAIN
W000702,2025-06-10 08:24:00,Nagaland,Kohima,25.7722,94.1101,13.3,37.1,74.3,202.4,24.6,85,28.1,870.0,HEAVY_RAIN
W000703,2025-06-10 10:48:00,Nagaland,Dimapur,25.8294,93.7241,20.0,73.4,109.5,364.0,24.8,88,17.7,994.4,HEAVY_RAIN
W000704,2025-06-10 13:12:00,Nagaland,Mokokchung,26.3511,94.4749,34.5,92.1,128.5,343.7,27.6,91,26.3,887.8,HEAVY_RAIN
W000705,2025-06-10 15:36:00,Manipur,Imphal West,24.9163,93.8139,24.4,66.4,108.2,222.9,31.1,96,8.8,941.9,HEAVY_RAIN
W000706,2025-06-10 18:00:00,Manipur,Bishnupur,24.6541,93.904,46.4,100.2,146.5,297.0,25.4,91,10.8,932.9,CLOUD_BURST
W000707,2025-06-10 20:24:00,Manipur,Senapati,25.172,94.0555,9.9,25.8,33.6,77.0,34.4,95,40.1,890.2,MODERATE_RAIN
W000708,2025-06-10 22:48:00,Mizoram,Aizawl,23.8074,92.5703,9.2,34.3,43.9,111.0,31.5,85,19.5,897.0,MODERATE_RAIN
W000709,2025-06-11 01:12:00,Mizoram,Kolasib,24.3103,92.5971,24.4,85.5,103.3,302.6,27.0,94,16.9,951.8,HEAVY_RAIN
W000710,2025-06-11 03:36:00,Mizoram,Lunglei,23.0201,92.7828,41.5,79.6,149.7,440.3,34.6,90,38.2,913.8,TORRENTIAL_RAIN
W000711,2025-06-11 06:00:00,Tripura,West Tripura,23.8192,91.2023,41.1,94.6,162.8,524.9,34.9,88,33.8,1011.2,TORRENTIAL_RAIN
W000712,2025-06-11 08:24:00,Tripura,Sipahijala,23.6041,91.1927,6.4,19.8,32.2,102.6,29.5,98,24.5,1009.6,MODERATE_RAIN
W000713,2025-06-11 10:48:00,Tripura,Dhalai,23.9518,91.8684,10.9,52.9,72.0,234.1,33.7,96,22.8,997.9,HEAVY_RAIN
W000714,2025-06-11 13:12:00,Arunachal Pradesh,Tawang,27.4685,91.7286,34.3,83.4,121.8,395.8,15.7,86,40.6,731.5,HEAVY_RAIN
W000715,2025-06-11 15:36:00,Arunachal Pradesh,West Kameng,27.1928,92.4792,36.7,157.7,187.2,547.3,9.3,89,32.0,792.3,TORRENTIAL_RAIN
W000716,2025-06-11 18:00:00,Arunachal Pradesh,Papum Pare,27.1056,93.5387,36.4,94.1,125.1,401.8,25.9,98,10.4,987.0,HEAVY_RAIN
W000717,2025-06-11 20:24:00,Arunachal Pradesh,East Siang,28.096,95.3742,32.7,73.0,111.2,259.2,25.2,95,37.2,995.4,HEAVY_RAIN
W000718,2025-06-11 22:48:00,Arunachal Pradesh,Lower Subansiri,27.5492,93.7687,52.5,101.1,191.4,510.7,9.0,95,10.9,854.8,CLOUD_BURST
W000719,2025-06-12 01:12:00,Assam,Kamrup Metropolitan,26.0051,91.7986,42.3,67.8,133.9,364.7,26.9,89,40.9,1006.5,HEAVY_RAIN
W000720,2025-06-12 03:36:00,Assam,Kamrup Rural,26.249,91.6179,18.9,84.7,112.4,321.9,28.5,90,38.8,1005.5,HEAVY_RAIN
W000721,2025-06-12 06:00:00,Assam,Darrang,26.5036,92.0332,35.4,89.7,152.0,374.5,28.2,97,21.2,1003.4,TORRENTIAL_RAIN
W000722,2025-06-12 08:24:00,Assam,Sonitpur,26.6513,92.7307,11.3,45.4,86.0,217.9,25.3,94,15.2,1005.6,HEAVY_RAIN
W000723,2025-06-12 10:48:00,Assam,Dibrugarh,27.5653,94.9909,23.5,84.1,110.3,272.0,31.6,88,11.6,1006.2,HEAVY_RAIN
W000724,2025-06-12 13:12:00,Assam,Cachar,24.8796,92.6956,13.6,21.0,39.7,97.5,30.8,86,32.3,1011.2,MODERATE_RAIN
W000725,2025-06-12 15:36:00,Assam,Nagaon,26.4316,92.6334,17.1,104.6,130.3,411.4,33.5,89,37.5,1009.6,HEAVY_RAIN
W000726,2025-06-12 18:00:00,Meghalaya,East Khasi Hills,25.4641,91.7594,46.3,74.2,143.0,360.4,23.8,88,21.3,865.1,CLOUD_BURST
W000727,2025-06-12 20:24:00,Meghalaya,West Khasi Hills,25.3814,91.3768,44.6,104.0,159.1,517.5,29.2,97,24.6,887.4,TORRENTIAL_RAIN
W000728,2025-06-12 22:48:00,Meghalaya,Ri-Bhoi,25.909,91.8539,45.1,125.7,150.3,479.2,30.0,94,30.1,954.3,CLOUD_BURST
W000729,2025-06-13 01:12:00,Meghalaya,West Jaintia Hills,25.3601,92.1728,76.2,178.9,243.4,513.0,26.6,87,33.5,881.7,CLOUD_BURST
W000730,2025-06-13 03:36:00,Sikkim,East Sikkim,27.2319,88.7152,43.9,108.7,136.3,455.7,15.5,91,23.8,855.1,HEAVY_RAIN
W000731,2025-06-13 06:00:00,Sikkim,North Sikkim,27.5393,88.453,19.4,58.5,105.3,223.8,17.5,91,23.9,771.0,HEAVY_RAIN
W000732,2025-06-13 08:24:00,Sikkim,South Sikkim,27.0828,88.4321,10.5,24.1,40.9,96.0,23.0,95,34.1,884.5,MODERATE_RAIN
W000733,2025-06-13 10:48:00,Nagaland,Kohima,25.7542,93.985,19.8,82.4,118.0,234.5,22.4,95,27.4,870.3,HEAVY_RAIN
W000734,2025-06-13 13:12:00,Nagaland,Dimapur,25.8855,93.7207,8.6,41.4,67.5,168.6,31.4,87,33.3,1000.0,HEAVY_RAIN
W000735,2025-06-13 15:36:00,Nagaland,Mokokchung,26.2869,94.3742,25.4,84.2,127.5,425.6,26.3,94,20.4,885.7,HEAVY_RAIN
W000736,2025-06-13 18:00:00,Manipur,Imphal West,24.6724,93.788,12.3,40.4,76.2,222.1,34.2,91,9.1,933.0,HEAVY_RAIN
W000737,2025-06-13 20:24:00,Manipur,Bishnupur,24.5857,93.6532,40.4,92.3,122.3,390.4,22.5,91,37.1,938.8,HEAVY_RAIN
W000738,2025-06-13 22:48:00,Manipur,Senapati,25.1296,93.8737,14.8,50.7,107.0,242.7,26.0,98,30.6,893.0,HEAVY_RAIN
W000739,2025-06-14 01:12:00,Mizoram,Aizawl,23.7343,92.6977,19.5,97.5,141.3,430.7,28.5,93,21.6,899.8,TORRENTIAL_RAIN
W000740,2025-06-14 03:36:00,Mizoram,Kolasib,24.3404,92.6378,10.0,48.5,72.4,211.7,26.1,88,40.7,956.9,HEAVY_RAIN
W000741,2025-06-14 06:00:00,Mizoram,Lunglei,22.9736,92.5957,25.0,84.6,136.3,322.8,26.0,91,39.4,916.4,HEAVY_RAIN
W000742,2025-06-14 08:24:00,Tripura,West Tripura,23.9017,91.3137,29.3,60.7,98.9,260.1,22.0,95,32.9,1011.2,HEAVY_RAIN
W000743,2025-06-14 10:48:00,Tripura,Sipahijala,23.7226,91.2746,23.5,67.9,85.6,269.7,29.1,87,28.9,1008.0,HEAVY_RAIN
W000744,2025-06-14 13:12:00,Tripura,Dhalai,23.7146,91.9984,36.9,77.7,130.0,313.9,29.8,90,25.9,997.1,HEAVY_RAIN
W000745,2025-06-14 15:36:00,Arunachal Pradesh,Tawang,27.4506,91.7441,27.1,76.1,147.6,332.0,9.2,95,27.5,729.4,TORRENTIAL_RAIN
W000746,2025-06-14 18:00:00,Arunachal Pradesh,West Kameng,27.2568,92.3118,15.6,40.4,71.6,137.9,9.7,91,16.2,794.9,HEAVY_RAIN
W000747,2025-06-14 20:24:00,Arunachal Pradesh,Papum Pare,27.0767,93.4969,21.3,68.1,132.9,303.0,26.6,88,11.0,981.3,HEAVY_RAIN
W000748,2025-06-14 22:48:00,Arunachal Pradesh,East Siang,27.9571,95.4252,13.7,69.0,107.2,276.2,25.2,92,36.5,1002.6,HEAVY_RAIN
W000749,2025-06-15 01:12:00,Arunachal Pradesh,Lower Subansiri,27.4848,93.9154,24.1,54.3,83.5,179.6,27.9,97,36.1,860.0,HEAVY_RAIN
W000750,2025-06-15 03:36:00,Assam,Kamrup Metropolitan,26.0734,91.7431,5.9,16.8,30.4,62.5,34.1,95,30.9,1011.2,MODERATE_RAIN
W000751,2025-06-15 06:00:00,Assam,Kamrup Rural,26.0831,91.5764,26.4,100.2,153.7,440.8,32.9,98,26.3,1002.0,TORRENTIAL_RAIN
W000752,2025-06-15 08:24:00,Assam,Darrang,26.4012,91.8818,36.8,103.9,130.9,329.9,34.0,97,24.3,1005.7,HEAVY_RAIN
W000753,2025-06-15 10:48:00,Assam,Sonitpur,26.656,92.7908,6.0,22.8,42.9,105.1,28.6,87,12.8,1010.4,MODERATE_RAIN
W000754,2025-06-15 13:12:00,Assam,Dibrugarh,27.5399,95.0334,16.4,80.5,99.4,333.6,32.0,92,10.7,1000.5,HEAVY_RAIN
W000755,2025-06-15 15:36:00,Assam,Cachar,24.7721,92.7682,15.4,38.6,58.4,158.1,30.3,94,24.6,1011.2,HEAVY_RAIN
W000756,2025-06-15 18:00:00,Assam,Nagaon,26.4509,92.6421,22.2,77.8,111.3,315.0,32.5,92,32.0,1004.4,HEAVY_RAIN
W000757,2025-06-15 20:24:00,Meghalaya,East Khasi Hills,25.4573,91.9708,64.7,153.7,188.2,631.7,29.2,90,20.3,872.6,CLOUD_BURST
W000758,2025-06-15 22:48:00,Meghalaya,West Khasi Hills,25.5542,91.2086,50.2,123.5,155.1,382.4,26.5,93,15.3,882.5,CLOUD_BURST
