network_id,timestamp,state,district,latitude,longitude,operator,network_type,availability_percent,signal_dbm,download_mbps,upload_mbps,latency_ms,packet_loss_percent,call_drop_percent,status,confidence
N000617,2026-06-19 14:48:00,Mizoram,Lunglei,22.7793,92.7298,Jio,2G,87,-85,6.7,3.1,129,3.5,1.9,POOR,0.95
N000618,2026-06-19 14:51:00,Tripura,West Tripura,23.9126,91.2724,Airtel,5G,93,-64,112.3,10.6,28,1.1,0.6,GOOD,0.96
N000619,2026-06-19 14:54:00,Tripura,Sipahijala,23.5323,91.3678,Airtel,4G,94,-70,49.2,11.8,32,1.0,0.6,GOOD,0.95
N000620,2026-06-19 14:57:00,Tripura,Dhalai,23.7645,91.957,BSNL,4G,99,-61,80.5,27.1,31,0.3,0.2,GOOD,0.85
N000621,2026-06-19 15:00:00,Arunachal Pradesh,Tawang,27.5428,91.8634,Jio,2G,20,-115,0.16,0.25,581,17.1,9.4,POOR,0.87
N000622,2026-06-19 15:03:00,Arunachal Pradesh,West Kameng,27.1667,92.5515,Airtel,3G,17,-106,0.14,0.31,367,19.1,10.5,POOR,0.91
N000623,2026-06-19 15:06:00,Arunachal Pradesh,Papum Pare,27.0254,93.6052,BSNL,4G,96,-53,39.0,39.1,44,0.8,0.4,GOOD,0.96
N000624,2026-06-19 15:09:00,Arunachal Pradesh,East Siang,27.9345,95.4103,Jio,5G,97,-56,125.4,35.1,46,0.2,0.1,GOOD,0.88
N000625,2026-06-19 15:12:00,Arunachal Pradesh,Lower Subansiri,27.5117,93.8691,Airtel,2G,81,-90,6.0,3.2,82,4.0,2.2,POOR,0.94
N000626,2026-06-19 15:15:00,Assam,Kamrup Metropolitan,26.2697,91.6087,Jio,5G,96,-57,72.1,21.2,41,0.2,0.1,GOOD,0.95
N000627,2026-06-19 15:18:00,Assam,Kamrup Rural,26.2778,91.4396,BSNL,4G,100,-56,105.4,19.5,26,0.7,0.4,GOOD,0.88
N000628,2026-06-19 15:21:00,Assam,Darrang,26.3148,92.0193,Jio,4G,99,-66,39.3,36.5,43,0.7,0.4,GOOD,0.91
N000629,2026-06-19 15:24:00,Assam,Sonitpur,26.7011,92.7914,BSNL,4G,95,-57,40.6,31.7,44,0.9,0.5,GOOD,0.85
N000630,2026-06-19 15:27:00,Assam,Dibrugarh,27.3872,94.8181,Airtel,5G,95,-69,71.2,25.9,39,0.3,0.2,GOOD,0.86
N000631,2026-06-19 15:30:00,Assam,Cachar,24.8675,92.814,Jio,4G,94,-52,112.7,23.5,36,1.0,0.6,GOOD,0.91
N000632,2026-06-19 15:33:00,Assam,Nagaon,26.3604,92.5523,BSNL,5G,93,-68,53.5,32.1,47,1.3,0.7,GOOD,0.92
N000633,2026-06-19 15:36:00,Meghalaya,East Khasi Hills,25.6216,91.9825,Jio,4G,77,-92,7.2,1.8,112,4.4,2.4,OK,0.96
N000634,2026-06-19 15:39:00,Meghalaya,West Khasi Hills,25.5985,91.4068,Airtel,3G,69,-91,14.7,2.9,106,5.4,3.0,POOR,0.97
N000635,2026-06-19 15:42:00,Meghalaya,Ri-Bhoi,25.9844,91.8332,BSNL,4G,92,-75,56.8,11.2,18,1.4,0.8,GOOD,0.95
N000636,2026-06-19 15:45:00,Meghalaya,West Jaintia Hills,25.3539,92.1457,BSNL,2G,83,-83,12.4,3.2,123,3.7,2.0,POOR,0.85
N000637,2026-06-19 15:48:00,Sikkim,East Sikkim,27.2732,88.6991,BSNL,2G,87,-86,9.0,3.7,114,5.0,2.8,POOR,0.92
N000638,2026-06-19 15:51:00,Sikkim,North Sikkim,27.6499,88.6922,BSNL,3G,46,-110,1.66,0.4,419,21.0,11.6,POOR,0.94
N000639,2026-06-19 15:54:00,Sikkim,South Sikkim,27.1801,88.4374,BSNL,3G,81,-80,11.2,3.9,137,4.1,2.3,POOR,0.94
N000640,2026-06-19 15:57:00,Nagaland,Kohima,25.5909,94.2126,BSNL,2G,70,-78,13.8,3.1,138,4.2,2.3,POOR,0.88
N000641,2026-06-19 16:00:00,Nagaland,Dimapur,26.0543,93.6296,BSNL,5G,93,-60,117.7,12.6,42,0.3,0.2,GOOD,0.96
N000642,2026-06-19 16:03:00,Nagaland,Mokokchung,26.3843,94.6442,Jio,4G,88,-82,6.3,3.5,84,5.2,2.9,OK,0.94
N000643,2026-06-19 16:06:00,Manipur,Imphal West,24.8373,93.8294,Jio,4G,96,-61,117.2,39.6,31,1.0,0.6,GOOD,0.88
N000644,2026-06-19 16:09:00,Manipur,Bishnupur,24.7735,93.7771,BSNL,5G,97,-72,30.3,19.1,30,0.7,0.4,GOOD,0.92
N000645,2026-06-19 16:12:00,Manipur,Senapati,25.1798,93.9256,BSNL,2G,81,-89,14.5,4.4,66,5.3,2.9,POOR,0.97
N000646,2026-06-19 16:15:00,Mizoram,Aizawl,23.7613,92.8095,BSNL,3G,80,-90,7.4,1.2,81,4.3,2.4,POOR,0.92
N000647,2026-06-19 16:18:00,Mizoram,Kolasib,24.3233,92.6271,Airtel,5G,95,-67,95.5,37.6,21,1.4,0.8,GOOD,0.96
N000648,2026-06-19 16:21:00,Mizoram,Lunglei,22.7725,92.6233,BSNL,3G,86,-92,10.0,3.2,80,3.0,1.7,POOR,0.94
N000649,2026-06-19 16:24:00,Tripura,West Tripura,23.7936,91.4194,Airtel,4G,94,-57,82.6,37.6,44,0.1,0.1,GOOD,0.95
N000650,2026-06-19 16:27:00,Tripura,Sipahijala,23.5818,91.4548,BSNL,4G,98,-57,60.3,16.4,39,1.3,0.7,GOOD,0.88
N000651,2026-06-19 16:30:00,Tripura,Dhalai,23.9882,91.8948,Jio,4G,94,-73,123.4,9.4,22,0.2,0.1,GOOD,0.96
N000652,2026-06-19 16:33:00,Arunachal Pradesh,Tawang,27.703,91.8935,BSNL,3G,18,-98,0.59,0.0,414,16.7,9.2,POOR,0.91
N000653,2026-06-19 16:36:00,Arunachal Pradesh,West Kameng,27.1671,92.3579,Airtel,2G,20,-110,0.43,0.51,417,22.4,12.3,POOR,0.96
N000654,2026-06-19 16:39:00,Arunachal Pradesh,Papum Pare,26.9509,93.6772,Airtel,5G,100,-64,59.5,29.3,31,0.5,0.3,GOOD,0.98
N000655,2026-06-19 16:42:00,Arunachal Pradesh,East Siang,28.2056,95.1857,BSNL,5G,97,-59,61.3,10.3,38,0.9,0.5,GOOD,0.87
N000656,2026-06-19 16:45:00,Arunachal Pradesh,Lower Subansiri,27.5834,93.8719,Airtel,4G,69,-82,11.9,4.2,103,3.1,1.7,OK,0.95
N000657,2026-06-19 16:48:00,Assam,Kamrup Metropolitan,26.2181,91.6576,BSNL,5G,92,-69,92.1,36.8,18,0.8,0.4,GOOD,0.89
N000658,2026-06-19 16:51:00,Assam,Kamrup Rural,26.0616,91.6247,Jio,5G,93,-68,87.0,22.4,18,1.2,0.7,GOOD,0.96
N000659,2026-06-19 16:54:00,Assam,Darrang,26.3054,91.9439,Jio,5G,93,-65,126.8,13.1,22,0.3,0.2,GOOD,0.89
N000660,2026-06-19 16:57:00,Assam,Sonitpur,26.5162,92.643,Airtel,5G,97,-53,34.3,9.8,25,0.3,0.2,GOOD,0.96
N000661,2026-06-19 17:00:00,Assam,Dibrugarh,27.3727,94.8862,Airtel,5G,94,-70,122.5,26.8,47,1.3,0.7,GOOD,0.92
N000662,2026-06-19 17:03:00,Assam,Cachar,24.7137,92.7727,Airtel,4G,99,-71,51.8,10.2,22,0.2,0.1,GOOD,0.88
N000663,2026-06-19 17:06:00,Assam,Nagaon,26.2629,92.6694,BSNL,5G,93,-64,33.3,34.1,37,1.2,0.7,GOOD,0.93
N000664,2026-06-19 17:09:00,Meghalaya,East Khasi Hills,25.5244,92.0288,Airtel,2G,67,-94,4.0,3.5,129,4.8,2.6,POOR,0.98
N000665,2026-06-19 17:12:00,Meghalaya,West Khasi Hills,25.4083,91.1325,Airtel,2G,67,-81,13.6,4.7,96,4.8,2.6,POOR,0.96
N000666,2026-06-19 17:15:00,Meghalaya,Ri-Bhoi,25.9282,91.9141,BSNL,4G,93,-54,91.7,27.8,48,0.9,0.5,GOOD,0.92
N000667,2026-06-19 17:18:00,Meghalaya,West Jaintia Hills,25.4961,92.2322,Airtel,3G,72,-85,4.3,1.6,78,2.3,1.3,POOR,0.89
N000668,2026-06-19 17:21:00,Sikkim,East Sikkim,27.2506,88.5135,Airtel,2G,78,-95,12.3,5.0,75,4.9,2.7,POOR,0.86
N000669,2026-06-19 17:24:00,Sikkim,North Sikkim,27.512,88.5982,Airtel,NO_SERVICE,50,-94,0.94,0.49,528,18.7,10.3,NO_NETWORK,0.9
N000670,2026-06-19 17:27:00,Sikkim,South Sikkim,27.1915,88.452,Airtel,2G,65,-78,11.6,3.5,89,4.8,2.6,POOR,0.94
N000671,2026-06-19 17:30:00,Nagaland,Kohima,25.5514,94.2058,Airtel,3G,69,-87,11.8,3.7,91,4.7,2.6,POOR,0.87
N000672,2026-06-19 17:33:00,Nagaland,Dimapur,25.7645,93.6287,BSNL,5G,97,-75,66.6,22.6,41,0.7,0.4,GOOD,0.94
N000673,2026-06-19 17:36:00,Nagaland,Mokokchung,26.2097,94.6055,Jio,3G,69,-96,9.6,4.3,143,3.3,1.8,POOR,0.89
N000674,2026-06-19 17:39:00,Manipur,Imphal West,24.6943,93.95,Airtel,5G,92,-69,63.5,28.0,22,0.5,0.3,GOOD,0.88
N000675,2026-06-19 17:42:00,Manipur,Bishnupur,24.5384,93.6279,BSNL,5G,99,-67,110.2,24.1,24,0.1,0.1,GOOD,0.92
N000676,2026-06-19 17:45:00,Manipur,Senapati,25.1906,93.8785,BSNL,2G,82,-83,14.1,4.3,138,2.7,1.5,POOR,0.97
N000677,2026-06-19 17:48:00,Mizoram,Aizawl,23.7775,92.8101,Airtel,2G,87,-94,5.7,3.9,101,2.0,1.1,POOR,0.85
N000678,2026-06-19 17:51:00,Mizoram,Kolasib,24.2361,92.7822,Jio,5G,98,-63,108.1,26.2,26,0.5,0.3,GOOD,0.86
N000679,2026-06-19 17:54:00,Mizoram,Lunglei,22.9361,92.8709,Jio,3G,69,-78,6.0,4.2,98,4.2,2.3,POOR,0.93
N000680,2026-06-19 17:57:00,Tripura,West Tripura,23.7052,91.4076,Airtel,4G,96,-76,61.9,30.3,37,0.8,0.4,GOOD,0.94
N000681,2026-06-19 18:00:00,Tripura,Sipahijala,23.64,91.3334,BSNL,5G,99,-67,127.5,20.3,41,0.7,0.4,GOOD,0.93
N000682,2026-06-19 18:03:00,Tripura,Dhalai,23.8347,91.9847,Jio,5G,94,-61,87.3,14.6,36,0.8,0.4,GOOD,0.89
N000683,2026-06-19 18:06:00,Arunachal Pradesh,Tawang,27.474,91.8364,Airtel,2G,37,-107,0.41,0.33,426,14.4,7.9,POOR,0.93
N000684,2026-06-19 18:09:00,Arunachal Pradesh,West Kameng,27.3027,92.5161,Jio,3G,47,-101,0.92,0.12,380,14.9,8.2,POOR,0.94
N000685,2026-06-19 18:12:00,Arunachal Pradesh,Papum Pare,27.1926,93.4927,Airtel,4G,94,-54,32.4,21.0,26,0.5,0.3,GOOD,0.92
N000686,2026-06-19 18:15:00,Arunachal Pradesh,East Siang,27.9989,95.3134,Airtel,4G,92,-68,62.8,35.7,31,0.6,0.3,GOOD,0.93
N000687,2026-06-19 18:18:00,Arunachal Pradesh,Lower Subansiri,27.5763,93.9145,Jio,4G,80,-80,13.0,3.9,142,5.4,3.0,OK,0.97
N000688,2026-06-19 18:21:00,Assam,Kamrup Metropolitan,26.1709,91.8137,Jio,4G,96,-52,116.4,32.3,40,0.8,0.4,GOOD,0.97
N000689,2026-06-19 18:24:00,Assam,Kamrup Rural,26.2689,91.6477,Airtel,5G,97,-58,56.6,21.1,48,0.9,0.5,GOOD,0.87
N000690,2026-06-19 18:27:00,Assam,Darrang,26.4253,91.9959,BSNL,5G,93,-74,110.2,38.3,36,1.2,0.7,GOOD,0.97
N000691,2026-06-19 18:30:00,Assam,Sonitpur,26.5355,92.7635,BSNL,4G,94,-68,46.7,26.0,22,0.9,0.5,GOOD,0.92
N000692,2026-06-19 18:33:00,Assam,Dibrugarh,27.3344,95.0289,BSNL,4G,94,-67,72.7,40.7,46,1.3,0.7,GOOD,0.96
N000693,2026-06-19 18:36:00,Assam,Cachar,24.8259,92.7095,Jio,5G,96,-76,90.7,19.6,38,0.5,0.3,GOOD,0.92
N000694,2026-06-19 18:39:00,Assam,Nagaon,26.2861,92.6181,Jio,4G,98,-59,100.4,11.2,31,0.4,0.2,GOOD,0.92
N000695,2026-06-19 18:42:00,Meghalaya,East Khasi Hills,25.7205,91.8117,Airtel,2G,65,-96,16.0,5.0,137,5.4,3.0,POOR,0.9
N000696,2026-06-19 18:45:00,Meghalaya,West Khasi Hills,25.6077,91.1908,Airtel,4G,81,-95,11.1,4.5,113,2.5,1.4,OK,0.98
N000697,2026-06-19 18:48:00,Meghalaya,Ri-Bhoi,25.8825,92.004,Airtel,4G,97,-64,112.5,36.7,30,0.4,0.2,GOOD,0.93
N000698,2026-06-19 18:51:00,Meghalaya,West Jaintia Hills,25.5602,92.2963,Airtel,4G,86,-97,7.5,3.8,89,2.8,1.5,OK,0.93
N000699,2026-06-19 18:54:00,Sikkim,East Sikkim,27.4018,88.5775,Airtel,4G,77,-87,13.9,1.2,145,3.5,1.9,OK,0.98
N000700,2026-06-19 18:57:00,Sikkim,North Sikkim,27.3587,88.4578,Jio,3G,51,-103,0.51,0.06,519,31.6,17.4,POOR,0.97
N000701,2026-06-19 19:00:00,Sikkim,South Sikkim,27.0299,88.2152,Airtel,3G,69,-79,12.3,1.9,143,3.6,2.0,POOR,0.87
N000702,2026-06-19 19:03:00,Nagaland,Kohima,25.7722,94.1101,Jio,3G,87,-90,5.2,2.7,119,6.1,3.4,POOR,0.9
N000703,2026-06-19 19:06:00,Nagaland,Dimapur,25.8294,93.7241,BSNL,4G,97,-52,120.0,22.3,18,0.6,0.3,GOOD,0.88
N000704,2026-06-19 19:09:00,Nagaland,Mokokchung,26.3511,94.4749,Jio,3G,77,-82,5.4,1.6,72,3.8,2.1,POOR,0.96
N000705,2026-06-19 19:12:00,Manipur,Imphal West,24.9163,93.8139,Jio,4G,95,-57,90.8,41.0,26,1.3,0.7,GOOD,0.93
N000706,2026-06-19 19:15:00,Manipur,Bishnupur,24.6541,93.904,Airtel,4G,74,-89,6.4,3.5,87,4.2,2.3,OK,0.89
N000707,2026-06-19 19:18:00,Manipur,Senapati,25.172,94.0555,Jio,3G,87,-93,10.3,5.0,141,5.4,3.0,POOR,0.91
N000708,2026-06-19 19:21:00,Mizoram,Aizawl,23.8074,92.5703,BSNL,3G,80,-96,12.8,2.0,96,3.7,2.0,POOR,0.97
N000709,2026-06-19 19:24:00,Mizoram,Kolasib,24.3103,92.5971,Airtel,5G,100,-61,124.2,24.8,42,1.0,0.6,GOOD,0.9
N000710,2026-06-19 19:27:00,Mizoram,Lunglei,23.0201,92.7828,Jio,2G,66,-88,6.5,4.7,77,3.8,2.1,POOR,0.95
N000711,2026-06-19 19:30:00,Tripura,West Tripura,23.8192,91.2023,BSNL,4G,100,-67,92.0,30.0,38,1.0,0.6,GOOD,0.86
N000712,2026-06-19 19:33:00,Tripura,Sipahijala,23.6041,91.1927,Jio,4G,100,-67,108.4,25.3,18,1.4,0.8,GOOD,0.94
N000713,2026-06-19 19:36:00,Tripura,Dhalai,23.9518,91.8684,Jio,4G,96,-64,71.8,36.6,24,1.2,0.7,GOOD,0.96
N000714,2026-06-19 19:39:00,Arunachal Pradesh,Tawang,27.4685,91.7286,Airtel,3G,33,-110,0.23,0.47,527,17.2,9.5,POOR,0.91
N000715,2026-06-19 19:42:00,Arunachal Pradesh,West Kameng,27.1928,92.4792,BSNL,3G,20,-111,0.82,0.25,492,31.6,17.4,POOR,0.9
N000716,2026-06-19 19:45:00,Arunachal Pradesh,Papum Pare,27.1056,93.5387,Airtel,5G,92,-64,123.0,38.8,33,1.0,0.6,GOOD,0.95
N000717,2026-06-19 19:48:00,Arunachal Pradesh,East Siang,28.096,95.3742,BSNL,5G,97,-63,100.7,22.6,48,0.4,0.2,GOOD,0.94
N000718,2026-06-19 19:51:00,Arunachal Pradesh,Lower Subansiri,27.5492,93.7687,Jio,3G,85,-83,5.4,2.2,85,2.5,1.4,POOR,0.86
N000719,2026-06-19 19:54:00,Assam,Kamrup Metropolitan,26.0051,91.7986,BSNL,5G,96,-70,115.8,28.2,26,1.2,0.7,GOOD,0.89
N000720,2026-06-19 19:57:00,Assam,Kamrup Rural,26.249,91.6179,Jio,5G,96,-68,88.7,11.9,31,0.5,0.3,GOOD,0.94
N000721,2026-06-19 20:00:00,Assam,Darrang,26.5036,92.0332,Airtel,4G,96,-73,109.6,30.0,18,0.9,0.5,GOOD,0.97
N000722,2026-06-19 20:03:00,Assam,Sonitpur,26.6513,92.7307,Jio,4G,93,-60,126.3,17.1,34,0.9,0.5,GOOD,0.85
N000723,2026-06-19 20:06:00,Assam,Dibrugarh,27.5653,94.9909,Airtel,5G,95,-56,104.4,20.6,42,0.6,0.3,GOOD,0.91
N000724,2026-06-19 20:09:00,Assam,Cachar,24.8796,92.6956,Jio,5G,92,-69,82.3,19.8,37,0.8,0.4,GOOD,0.92
N000725,2026-06-19 20:12:00,Assam,Nagaon,26.4316,92.6334,Jio,5G,98,-64,98.4,19.2,37,0.8,0.4,GOOD,0.93
N000726,2026-06-19 20:15:00,Meghalaya,East Khasi Hills,25.4641,91.7594,Jio,2G,67,-80,4.8,4.4,66,6.2,3.4,POOR,0.96
N000727,2026-06-19 20:18:00,Meghalaya,West Khasi Hills,25.3814,91.3768,BSNL,3G,81,-87,8.6,3.3,68,6.2,3.4,POOR,0.86
N000728,2026-06-19 20:21:00,Meghalaya,Ri-Bhoi,25.909,91.8539,Jio,4G,98,-73,35.6,22.4,38,1.4,0.8,GOOD,0.86
N000729,2026-06-19 20:24:00,Meghalaya,West Jaintia Hills,25.3601,92.1728,Airtel,3G,75,-92,7.4,2.5,138,6.2,3.4,POOR,0.86
N000730,2026-06-19 20:27:00,Sikkim,East Sikkim,27.2319,88.7152,Airtel,3G,65,-82,10.2,4.7,105,5.8,3.2,POOR,0.91
N000731,2026-06-19 20:30:00,Sikkim,North Sikkim,27.5393,88.453,Jio,3G,48,-97,1.28,0.29,591,26.8,14.7,POOR,0.88
N000732,2026-06-19 20:33:00,Sikkim,South Sikkim,27.0828,88.4321,BSNL,4G,74,-93,13.2,2.1,123,2.1,1.2,OK,0.88
N000733,2026-06-19 20:36:00,Nagaland,Kohima,25.7542,93.985,BSNL,2G,79,-94,10.8,2.1,101,5.4,3.0,POOR,0.96
N000734,2026-06-19 20:39:00,Nagaland,Dimapur,25.8855,93.7207,BSNL,4G,100,-66,120.4,38.0,37,0.1,0.1,GOOD,0.96
N000735,2026-06-19 20:42:00,Nagaland,Mokokchung,26.2869,94.3742,Jio,4G,66,-78,15.5,3.4,141,3.3,1.8,OK,0.9
N000736,2026-06-19 20:45:00,Manipur,Imphal West,24.6724,93.788,Jio,2G,86,-87,9.3,3.2,102,3.5,1.9,POOR,0.93
N000737,2026-06-19 20:48:00,Manipur,Bishnupur,24.5857,93.6532,Jio,5G,95,-63,32.8,12.6,34,1.3,0.7,GOOD,0.9
N000738,2026-06-19 20:51:00,Manipur,Senapati,25.1296,93.8737,Jio,2G,78,-80,6.7,1.5,123,2.9,1.6,POOR,0.95
N000739,2026-06-19 20:54:00,Mizoram,Aizawl,23.7343,92.6977,Airtel,2G,77,-87,10.6,2.1,138,5.4,3.0,POOR,0.89
N000740,2026-06-19 20:57:00,Mizoram,Kolasib,24.3404,92.6378,Airtel,5G,97,-73,97.0,36.8,25,0.5,0.3,GOOD,0.87
N000741,2026-06-19 21:00:00,Mizoram,Lunglei,22.9736,92.5957,Jio,4G,70,-79,6.4,2.4,88,2.4,1.3,OK,0.88
N000742,2026-06-19 21:03:00,Tripura,West Tripura,23.9017,91.3137,Airtel,5G,99,-65,37.0,35.3,18,1.3,0.7,GOOD,0.89
N000743,2026-06-19 21:06:00,Tripura,Sipahijala,23.7226,91.2746,Jio,5G,95,-74,93.3,23.0,30,0.8,0.4,GOOD,0.92
N000744,2026-06-19 21:09:00,Tripura,Dhalai,23.7146,91.9984,Jio,5G,100,-55,73.8,13.7,26,0.6,0.3,GOOD,0.89
N000745,2026-06-19 21:12:00,Arunachal Pradesh,Tawang,27.4506,91.7441,BSNL,NO_SERVICE,22,-108,1.22,0.03,523,25.5,14.0,NO_NETWORK,0.94
N000746,2026-06-19 21:15:00,Arunachal Pradesh,West Kameng,27.2568,92.3118,Jio,2G,51,-115,0.69,0.33,543,22.4,12.3,POOR,0.88
N000747,2026-06-19 21:18:00,Arunachal Pradesh,Papum Pare,27.0767,93.4969,BSNL,4G,95,-58,56.3,40.5,47,0.7,0.4,GOOD,0.86
N000748,2026-06-19 21:21:00,Arunachal Pradesh,East Siang,27.9571,95.4252,BSNL,5G,98,-65,49.1,21.8,31,1.0,0.6,GOOD,0.86
N000749,2026-06-19 21:24:00,Arunachal Pradesh,Lower Subansiri,27.4848,93.9154,BSNL,2G,72,-96,12.2,2.0,88,2.7,1.5,POOR,0.88
N000750,2026-06-19 21:27:00,Assam,Kamrup Metropolitan,26.0734,91.7431,Jio,4G,98,-71,79.4,23.6,19,0.8,0.4,GOOD,0.9
N000751,2026-06-19 21:30:00,Assam,Kamrup Rural,26.0831,91.5764,Airtel,5G,92,-66,49.1,33.6,22,0.2,0.1,GOOD,0.87
N000752,2026-06-19 21:33:00,Assam,Darrang,26.4012,91.8818,BSNL,4G,100,-53,104.1,18.1,27,1.3,0.7,GOOD,0.92
N000753,2026-06-19 21:36:00,Assam,Sonitpur,26.656,92.7908,Airtel,5G,98,-55,81.6,27.4,25,0.9,0.5,GOOD,0.86
N000754,2026-06-19 21:39:00,Assam,Dibrugarh,27.5399,95.0334,Airtel,4G,98,-69,78.5,20.4,32,0.4,0.2,GOOD,0.98
N000755,2026-06-19 21:42:00,Assam,Cachar,24.7721,92.7682,BSNL,4G,98,-64,123.5,41.1,31,1.3,0.7,GOOD,0.9
N000756,2026-06-19 21:45:00,Assam,Nagaon,26.4509,92.6421,Airtel,5G,92,-75,103.5,15.9,18,0.4,0.2,GOOD,0.92
N000757,2026-06-19 21:48:00,Meghalaya,East Khasi Hills,25.4573,91.9708,Jio,3G,78,-89,14.2,2.2,129,4.9,2.7,POOR,0.85
N000758,2026-06-19 21:51:00,Meghalaya,West Khasi Hills,25.5542,91.2086,BSNL,4G,86,-87,9.4,2.3,108,5.5,3.0,OK,0.88
N000759,2026-06-19 21:54:00,Meghalaya,Ri-Bhoi,26.0135,91.7579,BSNL,5G,100,-65,83.0,24.8,26,0.3,0.2,GOOD,0.86
N000760,2026-06-19 21:57:00,Meghalaya,West Jaintia Hills,25.4201,92.187,Jio,4G,66,-81,8.2,2.3,123,5.8,3.2,OK,0.93
N000761,2026-06-19 22:00:00,Sikkim,East Sikkim,27.4289,88.6512,BSNL,3G,83,-82,10.1,1.2,80,4.2,2.3,POOR,0.96
N000762,2026-06-19 22:03:00,Sikkim,North Sikkim,27.5679,88.6945,Airtel,3G,44,-115,0.66,0.43,432,32.0,17.6,POOR,0.88
N000763,2026-06-19 22:06:00,Sikkim,South Sikkim,27.1972,88.4407,BSNL,2G,82,-80,14.4,4.1,122,5.4,3.0,POOR,0.97
N000764,2026-06-19 22:09:00,Nagaland,Kohima,25.7588,94.142,Airtel,4G,70,-90,9.7,3.4,95,4.6,2.5,OK,0.9
N000765,2026-06-19 22:12:00,Nagaland,Dimapur,26.0488,93.6167,Jio,4G,100,-53,117.5,28.3,47,0.5,0.3,GOOD,0.88
N000766,2026-06-19 22:15:00,Nagaland,Mokokchung,26.3072,94.389,Airtel,2G,65,-78,15.0,2.6,117,2.9,1.6,POOR,0.91
N000767,2026-06-19 22:18:00,Manipur,Imphal West,24.8704,94.0171,BSNL,5G,98,-54,78.5,10.3,42,1.2,0.7,GOOD,0.97
N000768,2026-06-19 22:21:00,Manipur,Bishnupur,24.7691,93.8764,Jio,5G,96,-65,53.5,35.0,36,0.3,0.2,GOOD,0.92
N000769,2026-06-19 22:24:00,Manipur,Senapati,25.1386,94.0585,Jio,2G,74,-95,10.6,3.3,98,3.3,1.8,POOR,0.87
N000770,2026-06-19 22:27:00,Mizoram,Aizawl,23.7695,92.6122,BSNL,2G,71,-80,5.2,3.9,109,4.2,2.3,POOR,0.91
N000771,2026-06-19 22:30:00,Mizoram,Kolasib,24.0864,92.723,BSNL,4G,96,-57,109.9,11.2,47,0.5,0.3,GOOD,0.86
N000772,2026-06-19 22:33:00,Mizoram,Lunglei,22.8788,92.6396,Jio,2G,67,-83,7.1,3.7,135,5.0,2.8,POOR,0.95
N000773,2026-06-19 22:36:00,Tripura,West Tripura,23.9725,91.1519,BSNL,5G,97,-76,68.9,15.4,22,0.6,0.3,GOOD,0.87
N000774,2026-06-19 22:39:00,Tripura,Sipahijala,23.7301,91.1856,Jio,4G,92,-70,46.4,34.3,47,1.1,0.6,GOOD,0.94
N000775,2026-06-19 22:42:00,Tripura,Dhalai,23.957,91.8341,Jio,4G,95,-66,62.2,27.2,31,0.6,0.3,GOOD,0.97
N000776,2026-06-19 22:45:00,Arunachal Pradesh,Tawang,27.4414,91.8304,Jio,2G,24,-108,1.56,0.07,666,26.9,14.8,POOR,0.89
N000777,2026-06-19 22:48:00,Arunachal Pradesh,West Kameng,27.1418,92.4472,BSNL,NO_SERVICE,37,-113,1.58,0.29,615,31.2,17.2,NO_NETWORK,0.96
N000778,2026-06-19 22:51:00,Arunachal Pradesh,Papum Pare,27.1191,93.663,Jio,4G,93,-54,83.6,20.5,37,0.9,0.5,GOOD,0.92
N000779,2026-06-19 22:54:00,Arunachal Pradesh,East Siang,27.9323,95.2429,BSNL,5G,98,-61,124.1,35.1,47,1.2,0.7,GOOD,0.92
N000780,2026-06-19 22:57:00,Arunachal Pradesh,Lower Subansiri,27.58,93.895,BSNL,4G,69,-82,15.0,3.0,68,3.6,2.0,OK,0.9
N000781,2026-06-19 23:00:00,Assam,Kamrup Metropolitan,26.2223,91.6527,Airtel,5G,100,-69,30.1,23.7,25,0.3,0.2,GOOD,0.91
N000782,2026-06-19 23:03:00,Assam,Kamrup Rural,26.275,91.5763,Airtel,5G,95,-68,99.3,33.9,47,0.5,0.3,GOOD,0.92
N000783,2026-06-19 23:06:00,Assam,Darrang,26.3512,91.9231,BSNL,5G,98,-73,41.7,27.9,47,1.1,0.6,GOOD,0.96
N000784,2026-06-19 23:09:00,Assam,Sonitpur,26.5601,92.7014,Jio,5G,97,-60,35.2,17.9,47,1.4,0.8,GOOD,0.91
N000785,2026-06-19 23:12:00,Assam,Dibrugarh,27.4599,94.9964,Airtel,4G,93,-70,98.2,29.3,24,0.8,0.4,GOOD,0.93
N000786,2026-06-19 23:15:00,Assam,Cachar,24.6973,92.8189,Jio,5G,99,-56,80.2,22.0,42,0.2,0.1,GOOD,0.92
N000787,2026-06-19 23:18:00,Assam,Nagaon,26.3304,92.7315,BSNL,5G,94,-58,85.0,31.6,26,1.1,0.6,GOOD,0.97
N000788,2026-06-19 23:21:00,Meghalaya,East Khasi Hills,25.5879,91.7579,BSNL,3G,69,-97,9.2,3.9,70,4.9,2.7,POOR,0.97
N000789,2026-06-19 23:24:00,Meghalaya,West Khasi Hills,25.6373,91.3443,Airtel,3G,88,-81,10.5,3.4,101,4.8,2.6,POOR,0.88
N000790,2026-06-19 23:27:00,Meghalaya,Ri-Bhoi,25.9691,91.7685,BSNL,4G,100,-75,109.0,34.6,35,0.5,0.3,GOOD,0.96
N000791,2026-06-19 23:30:00,Meghalaya,West Jaintia Hills,25.3966,92.3144,Jio,2G,85,-87,7.0,3.5,129,4.1,2.3,POOR,0.97
