road_id,road_name,state,district,start_lat,start_lon,end_lat,end_lon,length_km,road_type,surface_type,one_way,bridge,tunnel,elevation_m,slope_percent,river_crossing,road_condition,current_system_score
NH-06,Jowai Bypass Sec-8,Meghalaya,West Jaintia Hills,25.5736,92.1527,25.6083,92.1875,9.0,NH,Asphalt,0,0,0,1315,26.9,0,POOR,0.611
NH-10,Sevoke-Gangtok Hwy Sec-9,Sikkim,East Sikkim,27.3931,88.6976,27.409,88.7388,17.0,NH,Asphalt,0,1,0,1623,42.6,1,CRITICAL,0.756
NH-310,Mangan-Chungthang Road Sec-10,Sikkim,North Sikkim,27.424,88.5674,27.4393,88.5996,8.6,NH,Asphalt,0,1,1,2418,50.7,0,CRITICAL,0.709
NH-510,Namchi-Jorethang Rd Sec-11,Sikkim,South Sikkim,27.2514,88.4115,27.2724,88.4406,9.7,NH,Asphalt,0,1,0,1328,37.2,0,POOR,0.543
NH-29,Dimapur-Kohima Corridor Sec-12,Nagaland,Kohima,25.6297,94.2387,25.6656,94.2618,9.6,NH,Asphalt,0,0,0,1481,36.9,0,POOR,0.665
NH-29,Dimapur Gateway Sec-13,Nagaland,Dimapur,25.9288,93.7405,25.9548,93.7709,17.9,NH,Asphalt,0,0,0,249,6.2,0,GOOD,0.052
NH-02,Mokokchung-Amguri Rd Sec-14,Nagaland,Mokokchung,26.4614,94.6114,26.4891,94.6476,6.3,NH,Asphalt,0,0,0,1297,28.7,0,POOR,0.585
NH-02,Imphal Ring Road Sec-15,Manipur,Imphal West,24.6907,94.064,24.7161,94.0868,7.1,NH,Asphalt,0,1,0,808,1.0,0,GOOD,0.15
NH-02,Imphal-Churachandpur Hwy Sec-16,Manipur,Bishnupur,24.543,93.7761,24.5664,93.7936,10.6,NH,Asphalt,0,1,0,829,3.8,1,POOR,0.651
NH-02,Mao-Maram Highway Sec-17,Manipur,Senapati,25.1428,94.0823,25.178,94.1215,16.8,NH,Asphalt,0,0,0,1220,28.2,0,POOR,0.469
NH-54,Silchar-Aizawl Hwy Sec-18,Mizoram,Aizawl,23.7364,92.759,23.7772,92.8009,4.8,NH,Asphalt,0,0,0,1076,31.0,0,POOR,0.607
NH-54,Vairengte-Kolasib Corridor Sec-19,Mizoram,Kolasib,24.2117,92.7344,24.2306,92.7723,7.8,NH,Asphalt,0,0,0,567,22.0,0,FAIR,0.386
NH-54,Aizawl-Lunglei Road Sec-20,Mizoram,Lunglei,23.0087,92.7121,23.029,92.729,12.2,NH,Asphalt,0,0,0,1079,33.4,0,POOR,0.604
NH-08,Assam-Agartala National Hwy Sec-1,Tripura,West Tripura,23.8767,91.3636,23.8988,91.3812,5.5,NH,Asphalt,0,0,0,20,1.2,0,GOOD,0.238
NH-08,Agartala-Udaipur Hwy Sec-2,Tripura,Sipahijala,23.7574,91.1888,23.7945,91.214,16.8,NH,Concrete,0,0,0,45,1.7,0,GOOD,0.215
NH-08,Ambassa Corridor Sec-3,Tripura,Dhalai,23.9551,91.7112,23.9876,91.7552,17.6,NH,Asphalt,0,0,0,197,10.4,0,FAIR,0.258
NH-13,Bhalukpong-Tawang Hwy Sec-4,Arunachal Pradesh,Tawang,27.4888,91.9853,27.5227,92.0102,13.5,NH,Asphalt,0,0,1,2947,44.0,0,CRITICAL,0.804
NH-13,Trans-Arunachal Hwy Sec-5,Arunachal Pradesh,West Kameng,27.3955,92.5545,27.4289,92.5712,6.4,NH,Asphalt,0,0,1,2258,36.9,0,CRITICAL,0.788
NH-415,Itanagar-Naharlagun Corridor Sec-6,Arunachal Pradesh,Papum Pare,27.0399,93.6474,27.0824,93.6902,7.0,NH,Asphalt,0,0,0,378,20.9,0,FAIR,0.312
NH-515,Pasighat Corridor Sec-7,Arunachal Pradesh,East Siang,28.2127,95.339,28.2492,95.3567,10.3,NH,Asphalt,0,1,0,158,11.1,1,POOR,0.554
NH-13,Ziro-Yachuli Road Sec-8,Arunachal Pradesh,Lower Subansiri,27.5513,93.7619,27.5869,93.7832,14.2,NH,Asphalt,0,0,0,1603,30.5,0,POOR,0.538
NH-27,East-West Corridor Sec-9,Assam,Kamrup Metropolitan,26.1322,91.6634,26.1588,91.6972,7.1,NH,Asphalt,0,1,0,20,0.4,0,GOOD,0.136
NH-27,Amingaon-Rangia Hwy Sec-10,Assam,Kamrup Rural,26.1235,91.6143,26.1534,91.6505,10.8,NH,Asphalt,0,0,0,22,0.4,0,GOOD,0.246
NH-15,North Bank Hwy Sec-11,Assam,Darrang,26.5711,92.1291,26.6119,92.1574,11.4,NH,Concrete,0,1,0,57,0.4,1,GOOD,0.068
NH-15,Tezpur-Biswanath Hwy Sec-12,Assam,Sonitpur,26.5124,92.9371,26.5566,92.96,16.4,NH,Asphalt,0,1,0,79,1.2,0,GOOD,0.234
NH-37,Upper Assam Hwy Sec-13,Assam,Dibrugarh,27.401,94.8327,27.4217,94.8514,14.8,NH,Concrete,0,1,0,144,0.4,0,GOOD,0.146
NH-37,Silchar-Badarpur Corridor Sec-14,Assam,Cachar,24.858,92.8008,24.8985,92.8385,7.6,NH,Asphalt,0,1,0,20,2.6,0,GOOD,0.175
NH-27,Kaziranga Bypass Sec-15,Assam,Nagaon,26.2138,92.5695,26.2539,92.5934,10.1,NH,Asphalt,1,0,0,43,0.4,0,GOOD,0.216
NH-206,Shillong-Dawki Hwy Sec-16,Meghalaya,East Khasi Hills,25.7057,92.0096,25.7282,92.0349,7.8,NH,Asphalt,0,0,0,1528,29.6,0,POOR,0.533
NH-127B,Nongstoin Road Sec-17,Meghalaya,West Khasi Hills,25.6348,91.1985,25.65,91.2402,13.7,NH,Asphalt,0,0,0,1298,26.6,0,POOR,0.549
NH-06,Guwahati-Shillong Expressway Sec-18,Meghalaya,Ri-Bhoi,25.8935,91.8665,25.9169,91.8863,5.3,NH,Asphalt,0,0,0,567,15.9,0,FAIR,0.332
NH-06,Jowai Bypass Sec-19,Meghalaya,West Jaintia Hills,25.5738,92.2772,25.6036,92.3193,5.3,NH,Asphalt,0,0,0,1372,26.8,0,POOR,0.536
NH-10,Sevoke-Gangtok Hwy Sec-20,Sikkim,East Sikkim,27.2631,88.6829,27.3008,88.7108,13.6,NH,Asphalt,0,1,0,1701,43.4,1,CRITICAL,0.904
NH-310,Mangan-Chungthang Road Sec-1,Sikkim,North Sikkim,27.5085,88.5085,27.5505,88.5369,17.7,NH,Asphalt,0,1,1,2507,48.8,1,CRITICAL,0.882
NH-510,Namchi-Jorethang Rd Sec-2,Sikkim,South Sikkim,27.1843,88.3516,27.2195,88.3762,14.9,NH,Asphalt,0,1,0,1313,36.4,1,POOR,0.475
NH-29,Dimapur-Kohima Corridor Sec-3,Nagaland,Kohima,25.7814,94.0912,25.8238,94.1271,12.7,NH,Asphalt,0,0,0,1467,34.3,0,POOR,0.475
NH-29,Dimapur Gateway Sec-4,Nagaland,Dimapur,25.7841,93.7306,25.8279,93.7627,14.3,NH,Asphalt,0,1,0,238,1.6,0,GOOD,0.136
NH-02,Mokokchung-Amguri Rd Sec-5,Nagaland,Mokokchung,26.2996,94.5392,26.3242,94.5649,15.4,NH,Asphalt,0,0,0,1331,30.8,0,POOR,0.473
NH-02,Imphal Ring Road Sec-6,Manipur,Imphal West,24.884,93.9056,24.9101,93.9296,11.1,NH,Asphalt,0,1,0,829,0.4,0,GOOD,0.174
NH-02,Imphal-Churachandpur Hwy Sec-7,Manipur,Bishnupur,24.5043,93.7416,24.5357,93.7789,7.6,NH,Asphalt,0,1,0,799,1.3,0,GOOD,0.079
NH-02,Mao-Maram Highway Sec-8,Manipur,Senapati,25.3904,93.8807,25.4105,93.9164,10.0,NH,Asphalt,0,0,0,1309,29.4,0,POOR,0.57
NH-54,Silchar-Aizawl Hwy Sec-9,Mizoram,Aizawl,23.6311,92.6082,23.6725,92.6329,15.2,NH,Asphalt,0,0,0,1152,35.4,0,POOR,0.452
NH-54,Vairengte-Kolasib Corridor Sec-10,Mizoram,Kolasib,24.1961,92.8279,24.2395,92.855,16.2,NH,Asphalt,0,0,0,598,24.2,0,POOR,0.523
NH-54,Aizawl-Lunglei Road Sec-11,Mizoram,Lunglei,22.8432,92.6141,22.8721,92.6337,14.5,NH,Asphalt,0,0,0,1044,33.4,0,POOR,0.606
NH-08,Assam-Agartala National Hwy Sec-12,Tripura,West Tripura,23.9396,91.1724,23.9662,91.2159,16.3,NH,Asphalt,0,0,0,43,1.6,0,GOOD,0.147
NH-08,Agartala-Udaipur Hwy Sec-13,Tripura,Sipahijala,23.7786,91.4124,23.805,91.4535,6.5,NH,Asphalt,0,0,0,68,0.6,0,GOOD,0.246
NH-08,Ambassa Corridor Sec-14,Tripura,Dhalai,23.902,91.8633,23.93,91.9028,16.7,NH,Concrete,0,0,0,148,11.4,0,FAIR,0.425
NH-13,Bhalukpong-Tawang Hwy Sec-15,Arunachal Pradesh,Tawang,27.5743,91.7559,27.6177,91.7774,4.7,NH,Asphalt,0,0,1,2864,46.7,0,CRITICAL,0.779
NH-13,Trans-Arunachal Hwy Sec-16,Arunachal Pradesh,West Kameng,27.1484,92.5087,27.1776,92.5318,7.2,NH,Asphalt,0,0,0,2193,38.6,0,CRITICAL,0.71
NH-415,Itanagar-Naharlagun Corridor Sec-17,Arunachal Pradesh,Papum Pare,27.2171,93.5388,27.247,93.5585,15.7,NH,Asphalt,0,0,0,268,16.5,0,FAIR,0.419
NH-515,Pasighat Corridor Sec-18,Arunachal Pradesh,East Siang,28.0953,95.387,28.1359,95.4103,7.1,NH,Asphalt,0,1,0,101,7.9,1,POOR,0.66
NH-13,Ziro-Yachuli Road Sec-19,Arunachal Pradesh,Lower Subansiri,27.5317,93.8419,27.5617,93.87,16.0,NH,Asphalt,0,0,0,1596,34.2,0,POOR,0.639
NH-27,East-West Corridor Sec-20,Assam,Kamrup Metropolitan,26.1457,91.673,26.1753,91.708,9.3,NH,Concrete,0,0,0,99,3.3,0,GOOD,0.076
NH-27,Amingaon-Rangia Hwy Sec-1,Assam,Kamrup Rural,26.2082,91.6438,26.2444,91.677,6.4,NH,Asphalt,1,1,0,102,0.4,0,GOOD,0.25
NH-15,North Bank Hwy Sec-2,Assam,Darrang,26.345,92.0791,26.3665,92.1088,17.4,NH,Asphalt,0,1,0,20,0.7,1,POOR,0.509
NH-15,Tezpur-Biswanath Hwy Sec-3,Assam,Sonitpur,26.6508,92.8201,26.676,92.8444,12.8,NH,Asphalt,0,1,0,112,4.2,0,GOOD,0.195
NH-37,Upper Assam Hwy Sec-4,Assam,Dibrugarh,27.451,94.9107,27.484,94.9416,9.1,NH,Asphalt,0,1,0,92,3.0,0,GOOD,0.232
NH-37,Silchar-Badarpur Corridor Sec-5,Assam,Cachar,24.919,92.7245,24.9547,92.7433,12.1,NH,Asphalt,0,1,0,20,1.3,1,POOR,0.504
NH-27,Kaziranga Bypass Sec-6,Assam,Nagaon,26.2504,92.6954,26.2659,92.7215,7.8,NH,Asphalt,0,1,0,34,2.7,0,GOOD,0.232
NH-206,Shillong-Dawki Hwy Sec-7,Meghalaya,East Khasi Hills,25.6411,91.985,25.6834,92.0271,13.1,NH,Asphalt,0,0,0,1547,28.3,0,POOR,0.521
NH-127B,Nongstoin Road Sec-8,Meghalaya,West Khasi Hills,25.485,91.269,25.5271,91.2983,8.3,NH,Asphalt,0,0,0,1269,26.7,0,POOR,0.675
NH-06,Guwahati-Shillong Expressway Sec-9,Meghalaya,Ri-Bhoi,25.944,92.0067,25.9692,92.0455,13.9,NH,Asphalt,0,0,0,598,15.9,0,FAIR,0.306
NH-06,Jowai Bypass Sec-10,Meghalaya,West Jaintia Hills,25.5488,92.0655,25.5909,92.1095,15.1,NH,Asphalt,0,0,0,1318,26.9,0,POOR,0.669
NH-10,Sevoke-Gangtok Hwy Sec-11,Sikkim,East Sikkim,27.451,88.5129,27.4832,88.5552,14.1,NH,Asphalt,0,1,0,1687,42.4,1,CRITICAL,0.712
NH-310,Mangan-Chungthang Road Sec-12,Sikkim,North Sikkim,27.4151,88.4627,27.4484,88.5021,7.9,NH,Asphalt,0,1,1,2506,47.7,0,CRITICAL,0.856
NH-510,Namchi-Jorethang Rd Sec-13,Sikkim,South Sikkim,27.0246,88.4811,27.0565,88.5228,8.7,NH,Asphalt,0,0,0,1334,34.3,0,POOR,0.572
NH-29,Dimapur-Kohima Corridor Sec-14,Nagaland,Kohima,25.6688,94.0314,25.7102,94.0579,6.5,NH,Asphalt,0,0,0,1457,36.8,0,POOR,0.56
NH-29,Dimapur Gateway Sec-15,Nagaland,Dimapur,25.8286,93.674,25.8532,93.7049,10.7,NH,Asphalt,0,0,0,171,3.2,0,GOOD,0.095
NH-02,Mokokchung-Amguri Rd Sec-16,Nagaland,Mokokchung,26.2828,94.4485,26.3248,94.4919,14.3,NH,Asphalt,0,0,0,1325,32.9,0,POOR,0.612
NH-02,Imphal Ring Road Sec-17,Manipur,Imphal West,24.9078,94.0035,24.9248,94.0302,7.1,NH,Asphalt,0,0,0,822,3.9,0,GOOD,0.088
NH-02,Imphal-Churachandpur Hwy Sec-18,Manipur,Bishnupur,24.5936,93.7387,24.6317,93.7751,9.4,NH,Asphalt,0,1,0,782,5.3,0,GOOD,0.161
NH-02,Mao-Maram Highway Sec-19,Manipur,Senapati,25.1149,94.026,25.1532,94.0552,7.5,NH,Asphalt,0,0,0,1264,29.9,0,POOR,0.508
NH-54,Silchar-Aizawl Hwy Sec-20,Mizoram,Aizawl,23.6228,92.6666,23.6379,92.6923,12.9,NH,Asphalt,0,0,0,1118,33.3,0,POOR,0.67
NH-54,Vairengte-Kolasib Corridor Sec-1,Mizoram,Kolasib,24.2352,92.813,24.2671,92.8515,17.4,NH,Asphalt,0,0,0,593,23.3,0,FAIR,0.256
NH-54,Aizawl-Lunglei Road Sec-2,Mizoram,Lunglei,23.02,92.7825,23.0495,92.8069,16.4,NH,Asphalt,0,0,0,1022,31.3,0,POOR,0.496
NH-08,Assam-Agartala National Hwy Sec-3,Tripura,West Tripura,23.7872,91.1788,23.8082,91.2181,7.0,NH,Asphalt,0,0,0,44,2.0,0,GOOD,0.098
NH-08,Agartala-Udaipur Hwy Sec-4,Tripura,Sipahijala,23.6476,91.3545,23.6808,91.3784,5.3,NH,Asphalt,0,0,0,20,3.1,0,GOOD,0.133
NH-08,Ambassa Corridor Sec-5,Tripura,Dhalai,23.7223,91.9454,23.753,91.9755,7.9,NH,Asphalt,0,0,0,86,13.3,0,FAIR,0.297
NH-13,Bhalukpong-Tawang Hwy Sec-6,Arunachal Pradesh,Tawang,27.6889,91.7788,27.7249,91.8194,8.5,NH,Asphalt,0,0,1,2930,42.8,0,CRITICAL,0.808
NH-13,Trans-Arunachal Hwy Sec-7,Arunachal Pradesh,West Kameng,27.2513,92.284,27.2724,92.3079,4.9,NH,Asphalt,0,0,1,2221,38.8,0,CRITICAL,0.892
NH-415,Itanagar-Naharlagun Corridor Sec-8,Arunachal Pradesh,Papum Pare,27.0954,93.613,27.1297,93.6406,9.5,NH,Asphalt,0,0,0,260,18.7,0,FAIR,0.392
NH-515,Pasighat Corridor Sec-9,Arunachal Pradesh,East Siang,27.921,95.3927,27.9593,95.4375,10.5,NH,Asphalt,0,1,0,163,11.6,1,POOR,0.583
NH-13,Ziro-Yachuli Road Sec-10,Arunachal Pradesh,Lower Subansiri,27.6439,93.8822,27.6704,93.9019,10.5,NH,Asphalt,0,0,0,1603,34.6,0,POOR,0.47
NH-27,East-West Corridor Sec-11,Assam,Kamrup Metropolitan,26.2699,91.7435,26.2943,91.7866,10.7,NH,Concrete,0,0,0,25,0.4,0,GOOD,0.189
NH-27,Amingaon-Rangia Hwy Sec-12,Assam,Kamrup Rural,26.2796,91.4922,26.3031,91.5248,8.9,NH,Concrete,1,0,0,48,0.4,0,GOOD,0.083
NH-15,North Bank Hwy Sec-13,Assam,Darrang,26.4397,91.954,26.4645,91.9833,6.4,NH,Asphalt,0,1,0,81,0.4,0,GOOD,0.207
NH-15,Tezpur-Biswanath Hwy Sec-14,Assam,Sonitpur,26.7382,92.8387,26.7645,92.8545,10.4,NH,Asphalt,0,1,0,127,2.8,1,GOOD,0.1
NH-37,Upper Assam Hwy Sec-15,Assam,Dibrugarh,27.4444,94.8752,27.4647,94.9086,14.8,NH,Asphalt,0,1,0,108,0.4,1,POOR,0.546
NH-37,Silchar-Badarpur Corridor Sec-16,Assam,Cachar,24.7347,92.7789,24.7594,92.8166,5.0,NH,Asphalt,0,1,0,20,2.5,1,POOR,0.531
NH-27,Kaziranga Bypass Sec-17,Assam,Nagaon,26.4884,92.8262,26.5251,92.8626,11.2,NH,Asphalt,1,1,0,118,1.1,0,GOOD,0.222
NH-206,Shillong-Dawki Hwy Sec-18,Meghalaya,East Khasi Hills,25.4922,92.0037,25.5103,92.0236,14.1,NH,Asphalt,0,0,0,1543,30.8,0,POOR,0.479
NH-127B,Nongstoin Road Sec-19,Meghalaya,West Khasi Hills,25.6372,91.3153,25.655,91.3411,9.3,NH,Asphalt,0,0,0,1255,30.0,0,POOR,0.58
NH-06,Guwahati-Shillong Expressway Sec-20,Meghalaya,Ri-Bhoi,25.7599,92.0086,25.7773,92.0339,5.4,NH,Asphalt,0,0,0,530,14.1,0,FAIR,0.278
NH-06,Jowai Bypass Sec-1,Meghalaya,West Jaintia Hills,25.3433,92.2962,25.3703,92.3131,10.1,NH,Asphalt,0,0,0,1375,25.5,0,POOR,0.612
NH-10,Sevoke-Gangtok Hwy Sec-2,Sikkim,East Sikkim,27.2376,88.5286,27.2763,88.5644,11.9,NH,Asphalt,0,1,0,1696,43.7,1,CRITICAL,0.899
NH-310,Mangan-Chungthang Road Sec-3,Sikkim,North Sikkim,27.5122,88.5152,27.5299,88.5364,6.6,NH,Asphalt,0,1,1,2484,46.7,0,CRITICAL,0.796
NH-510,Namchi-Jorethang Rd Sec-4,Sikkim,South Sikkim,27.2372,88.3502,27.2751,88.3913,7.6,NH,Asphalt,0,1,0,1284,34.0,0,POOR,0.562
NH-29,Dimapur-Kohima Corridor Sec-5,Nagaland,Kohima,25.7767,94.0608,25.7934,94.0963,4.8,NH,Asphalt,0,0,0,1478,36.4,0,POOR,0.663
NH-29,Dimapur Gateway Sec-6,Nagaland,Dimapur,26.0475,93.6754,26.0818,93.7113,11.0,NH,Asphalt,0,0,0,216,2.7,0,GOOD,0.154
NH-02,Mokokchung-Amguri Rd Sec-7,Nagaland,Mokokchung,26.3222,94.4767,26.3385,94.5145,17.3,NH,Asphalt,0,0,0,1380,30.4,0,POOR,0.562
NH-02,Imphal Ring Road Sec-8,Manipur,Imphal West,24.8428,93.9008,24.8864,93.9199,8.8,NH,Asphalt,0,1,0,823,2.8,0,GOOD,0.166
NH-02,Imphal-Churachandpur Hwy Sec-9,Manipur,Bishnupur,24.6963,93.6391,24.7229,93.6731,9.8,NH,Asphalt,0,1,0,729,2.9,0,GOOD,0.188
NH-02,Mao-Maram Highway Sec-10,Manipur,Senapati,25.1563,93.9769,25.1866,94.0006,4.8,NH,Asphalt,0,0,0,1236,27.5,0,POOR,0.475
NH-54,Silchar-Aizawl Hwy Sec-11,Mizoram,Aizawl,23.6696,92.6756,23.706,92.703,5.4,NH,Asphalt,0,0,0,1104,31.0,0,POOR,0.639
NH-54,Vairengte-Kolasib Corridor Sec-12,Mizoram,Kolasib,24.1993,92.6971,24.2203,92.7132,7.6,NH,Asphalt,0,0,0,615,24.0,0,FAIR,0.337
NH-54,Aizawl-Lunglei Road Sec-13,Mizoram,Lunglei,22.8362,92.6179,22.8659,92.6434,5.6,NH,Asphalt,0,0,0,1036,32.9,0,POOR,0.467
NH-08,Assam-Agartala National Hwy Sec-14,Tripura,West Tripura,23.6852,91.2609,23.7266,91.2912,15.7,NH,Asphalt,0,0,0,74,0.4,0,GOOD,0.207
NH-08,Agartala-Udaipur Hwy Sec-15,Tripura,Sipahijala,23.7566,91.4555,23.7762,91.4707,13.0,NH,Asphalt,0,0,0,45,3.1,0,GOOD,0.125
NH-08,Ambassa Corridor Sec-16,Tripura,Dhalai,23.7509,91.7807,23.7739,91.8069,9.7,NH,Asphalt,0,0,0,114,12.0,0,FAIR,0.27
NH-13,Bhalukpong-Tawang Hwy Sec-17,Arunachal Pradesh,Tawang,27.5665,91.8357,27.6041,91.8584,7.1,NH,Asphalt,0,0,1,2901,45.9,0,CRITICAL,0.839
NH-13,Trans-Arunachal Hwy Sec-18,Arunachal Pradesh,West Kameng,27.3978,92.4822,27.4397,92.509,13.3,NH,Asphalt,0,0,1,2203,38.5,0,CRITICAL,0.894
NH-415,Itanagar-Naharlagun Corridor Sec-19,Arunachal Pradesh,Papum Pare,26.9825,93.558,27.011,93.5864,17.6,NH,Asphalt,0,0,0,310,17.7,0,FAIR,0.428
NH-515,Pasighat Corridor Sec-20,Arunachal Pradesh,East Siang,28.1572,95.2749,28.1924,95.313,7.3,NH,Concrete,0,1,0,137,8.9,0,GOOD,0.242
NH-13,Ziro-Yachuli Road Sec-1,Arunachal Pradesh,Lower Subansiri,27.5953,93.8583,27.6219,93.8765,17.1,NH,Asphalt,0,0,0,1538,31.5,0,POOR,0.65
NH-27,East-West Corridor Sec-2,Assam,Kamrup Metropolitan,26.0548,91.6805,26.076,91.7183,14.4,NH,Concrete,0,1,0,45,3.5,0,GOOD,0.05
NH-27,Amingaon-Rangia Hwy Sec-3,Assam,Kamrup Rural,26.2435,91.5593,26.2649,91.5921,8.6,NH,Asphalt,0,1,0,71,2.3,0,GOOD,0.126
NH-15,North Bank Hwy Sec-4,Assam,Darrang,26.3861,92.1168,26.408,92.1585,15.9,NH,Concrete,0,1,0,38,0.4,0,GOOD,0.214
NH-15,Tezpur-Biswanath Hwy Sec-5,Assam,Sonitpur,26.6615,92.8063,26.6772,92.8217,15.7,NH,Asphalt,0,1,0,105,3.4,1,GOOD,0.123
NH-37,Upper Assam Hwy Sec-6,Assam,Dibrugarh,27.541,95.0449,27.5622,95.0883,9.7,NH,Asphalt,0,1,0,74,0.5,1,GOOD,0.17
NH-37,Silchar-Badarpur Corridor Sec-7,Assam,Cachar,24.8912,92.8746,24.9357,92.9077,6.7,NH,Asphalt,0,1,0,66,3.3,0,GOOD,0.171
NH-27,Kaziranga Bypass Sec-8,Assam,Nagaon,26.237,92.6248,26.2688,92.6484,17.8,NH,Asphalt,1,0,0,36,1.8,0,GOOD,0.123
NH-206,Shillong-Dawki Hwy Sec-9,Meghalaya,East Khasi Hills,25.6655,91.7655,25.699,91.807,16.0,NH,Asphalt,0,0,0,1506,30.4,0,POOR,0.658
NH-127B,Nongstoin Road Sec-10,Meghalaya,West Khasi Hills,25.512,91.3861,25.5456,91.4268,17.3,NH,Asphalt,0,0,0,1308,27.6,0,POOR,0.566
NH-06,Guwahati-Shillong Expressway Sec-11,Meghalaya,Ri-Bhoi,26.0405,91.9405,26.0834,91.9646,9.6,NH,Asphalt,0,0,0,593,16.7,0,FAIR,0.343
NH-06,Jowai Bypass Sec-12,Meghalaya,West Jaintia Hills,25.3255,92.2807,25.3575,92.3005,5.2,NH,Asphalt,0,0,0,1354,26.8,0,POOR,0.679
NH-10,Sevoke-Gangtok Hwy Sec-13,Sikkim,East Sikkim,27.3727,88.6255,27.3942,88.6462,10.2,NH,Asphalt,0,1,0,1672,42.9,1,CRITICAL,0.809
NH-310,Mangan-Chungthang Road Sec-14,Sikkim,North Sikkim,27.5758,88.6897,27.6171,88.707,10.1,NH,Asphalt,0,1,1,2445,46.5,1,CRITICAL,0.739
NH-510,Namchi-Jorethang Rd Sec-15,Sikkim,South Sikkim,27.0866,88.4241,27.1023,88.4622,16.6,NH,Asphalt,0,1,0,1311,36.6,0,POOR,0.568
NH-29,Dimapur-Kohima Corridor Sec-16,Nagaland,Kohima,25.6588,94.0759,25.6829,94.0988,17.1,NH,Asphalt,0,0,0,1478,36.7,0,POOR,0.637
NH-29,Dimapur Gateway Sec-17,Nagaland,Dimapur,25.802,93.8768,25.8436,93.9158,7.3,NH,Asphalt,0,0,0,196,1.8,0,GOOD,0.205
NH-02,Mokokchung-Amguri Rd Sec-18,Nagaland,Mokokchung,26.4635,94.4048,26.5061,94.4421,13.7,NH,Asphalt,0,0,0,1380,32.2,0,POOR,0.631
NH-02,Imphal Ring Road Sec-19,Manipur,Imphal West,24.7699,94.0221,24.7858,94.065,10.9,NH,Asphalt,0,1,0,791,2.1,0,GOOD,0.192
NH-02,Imphal-Churachandpur Hwy Sec-20,Manipur,Bishnupur,24.6138,93.8235,24.6292,93.8411,7.7,NH,Asphalt,0,1,0,750,1.3,1,POOR,0.508
NH-02,Mao-Maram Highway Sec-1,Manipur,Senapati,25.3232,93.8668,25.3643,93.8992,12.0,NH,Asphalt,0,0,0,1233,30.2,0,POOR,0.648
NH-54,Silchar-Aizawl Hwy Sec-2,Mizoram,Aizawl,23.6264,92.8628,23.6495,92.8989,11.0,NH,Asphalt,0,0,0,1101,33.1,0,POOR,0.655
NH-54,Vairengte-Kolasib Corridor Sec-3,Mizoram,Kolasib,24.1693,92.6579,24.2062,92.6775,5.4,NH,Asphalt,0,0,0,609,23.2,0,FAIR,0.289
NH-54,Aizawl-Lunglei Road Sec-4,Mizoram,Lunglei,22.7853,92.7821,22.8206,92.798,11.2,NH,Asphalt,0,0,0,1015,31.0,0,POOR,0.48
NH-08,Assam-Agartala National Hwy Sec-5,Tripura,West Tripura,23.9464,91.2717,23.9863,91.2991,17.6,NH,Asphalt,0,0,0,29,1.5,0,GOOD,0.245
NH-08,Agartala-Udaipur Hwy Sec-6,Tripura,Sipahijala,23.5467,91.3877,23.563,91.4046,14.9,NH,Concrete,0,0,0,75,4.5,0,GOOD,0.224
NH-08,Ambassa Corridor Sec-7,Tripura,Dhalai,23.9399,91.8611,23.9633,91.8905,15.3,NH,Concrete,0,0,0,126,11.1,0,FAIR,0.429
NH-13,Bhalukpong-Tawang Hwy Sec-8,Arunachal Pradesh,Tawang,27.5148,91.9682,27.538,92.0094,7.7,NH,Asphalt,0,0,1,2907,46.8,0,CRITICAL,0.895
NH-13,Trans-Arunachal Hwy Sec-9,Arunachal Pradesh,West Kameng,27.2311,92.3837,27.2595,92.3988,13.3,NH,Asphalt,0,0,0,2154,37.2,0,POOR,0.575
NH-415,Itanagar-Naharlagun Corridor Sec-10,Arunachal Pradesh,Papum Pare,27.1356,93.7107,27.1768,93.7508,10.4,NH,Asphalt,0,0,0,350,20.0,0,FAIR,0.379
NH-515,Pasighat Corridor Sec-11,Arunachal Pradesh,East Siang,28.0931,95.3776,28.1367,95.4073,7.6,NH,Asphalt,0,1,0,135,7.3,0,GOOD,0.159
NH-13,Ziro-Yachuli Road Sec-12,Arunachal Pradesh,Lower Subansiri,27.4549,93.888,27.4713,93.9139,12.6,NH,Asphalt,0,0,0,1565,31.8,0,POOR,0.462
NH-27,East-West Corridor Sec-13,Assam,Kamrup Metropolitan,26.1669,91.7131,26.1956,91.7423,6.7,NH,Asphalt,1,0,0,57,1.9,0,GOOD,0.199
NH-27,Amingaon-Rangia Hwy Sec-14,Assam,Kamrup Rural,26.2286,91.712,26.2601,91.7314,14.4,NH,Asphalt,1,1,0,69,0.4,0,GOOD,0.151
NH-15,North Bank Hwy Sec-15,Assam,Darrang,26.3581,92.1336,26.3852,92.1626,9.2,NH,Concrete,0,1,0,71,0.4,1,GOOD,0.18
NH-15,Tezpur-Biswanath Hwy Sec-16,Assam,Sonitpur,26.4867,92.6836,26.5261,92.7211,11.2,NH,Asphalt,0,1,0,122,1.5,0,GOOD,0.151
NH-37,Upper Assam Hwy Sec-17,Assam,Dibrugarh,27.5187,94.8847,27.5445,94.9127,12.6,NH,Asphalt,0,1,0,110,0.4,0,GOOD,0.148
