terrain_id,state,district,latitude,longitude,elevation_m,slope_percent,aspect,terrain_type,river_distance_km
TR000596,Assam,Kamrup Rural,26.1453,91.4885,20,2.9,NORTH_WEST,PLAINS,0.79
TR000597,Assam,Darrang,26.3366,92.1032,20,0.4,SOUTH_WEST,FLOOD_BASIN,0.61
TR000598,Assam,Sonitpur,26.5572,92.7841,67,4.2,NORTH,RIVER_VALLEY,0.37
TR000599,Assam,Dibrugarh,27.6109,94.7726,150,2.9,NORTH,FLOOD_BASIN,0.63
TR000600,Assam,Cachar,24.8091,92.7254,20,3.9,WEST,FLOOD_BASIN,0.16
TR000601,Assam,Nagaon,26.443,92.7055,20,1.0,WEST,PLAINS,1.04
TR000602,Meghalaya,East Khasi Hills,25.4826,91.9846,1435,32.8,EAST,PLATEAU_ESCARPMENT,1.99
TR000603,Meghalaya,West Khasi Hills,25.4995,91.1947,1328,27.1,EAST,PLATEAU_ESCARPMENT,1.61
TR000604,Meghalaya,Ri-Bhoi,25.887,91.8407,527,16.8,NORTH_WEST,DISSECTED_HILLS,1.45
TR000605,Meghalaya,West Jaintia Hills,25.4868,92.1892,1345,28.4,NORTH_WEST,DISSECTED_HILLS,1.5
TR000606,Sikkim,East Sikkim,27.4217,88.6762,1659,43.3,NORTH_EAST,VALLEY_GORGE,0.05
TR000607,Sikkim,North Sikkim,27.3519,88.523,2419,48.7,EAST,HIGH_ALPINE,0.46
TR000608,Sikkim,South Sikkim,27.228,88.2029,1282,33.7,NORTH_EAST,VALLEY_GORGE,0.58
TR000609,Nagaland,Kohima,25.7798,94.1768,1393,34.3,NORTH,DISSECTED_HILLS,2.19
TR000610,Nagaland,Dimapur,25.8827,93.8659,153,4.9,EAST,PLAINS,0.71
TR000611,Nagaland,Mokokchung,26.4514,94.6392,1326,30.6,NORTH,DISSECTED_HILLS,2.43
TR000612,Manipur,Imphal West,24.8045,94.0112,799,0.4,NORTH_WEST,RIVER_VALLEY,0.34
TR000613,Manipur,Bishnupur,24.7284,93.6369,782,1.3,SOUTH,RIVER_VALLEY,0.48
TR000614,Manipur,Senapati,25.1492,93.9475,1298,28.6,SOUTH_EAST,DISSECTED_HILLS,1.67
TR000615,Mizoram,Aizawl,23.7873,92.7882,1110,32.8,EAST,RIDGE_SLOPE,1.9
TR000616,Mizoram,Kolasib,24.3531,92.5708,648,24.9,NORTH_EAST,DISSECTED_HILLS,1.05
TR000617,Mizoram,Lunglei,22.7793,92.7298,1012,29.6,NORTH,RIDGE_SLOPE,2.48
TR000618,Tripura,West Tripura,23.9126,91.2724,34,0.9,SOUTH_WEST,ROLLING_PLAINS,1.03
TR000619,Tripura,Sipahijala,23.5323,91.3678,77,4.0,WEST,ROLLING_PLAINS,2.94
TR000620,Tripura,Dhalai,23.7645,91.957,98,10.0,NORTH,LOW_HILLS,1.51
TR000621,Arunachal Pradesh,Tawang,27.5428,91.8634,2926,43.5,NORTH_EAST,HIGH_ALPINE,5.48
TR000622,Arunachal Pradesh,West Kameng,27.1667,92.5515,2249,37.8,NORTH_WEST,STEEP_MOUNTAIN,4.74
TR000623,Arunachal Pradesh,Papum Pare,27.0254,93.6052,362,20.0,NORTH_EAST,DISSECTED_HILLS,1.03
TR000624,Arunachal Pradesh,East Siang,27.9345,95.4103,123,7.4,WEST,RIVER_VALLEY,0.69
TR000625,Arunachal Pradesh,Lower Subansiri,27.5117,93.8691,1582,30.3,SOUTH,STEEP_MOUNTAIN,2.93
TR000626,Assam,Kamrup Metropolitan,26.2697,91.6087,20,0.4,SOUTH_WEST,PLAINS,0.97
TR000627,Assam,Kamrup Rural,26.2778,91.4396,106,2.5,SOUTH,PLAINS,0.57
TR000628,Assam,Darrang,26.3148,92.0193,20,3.2,SOUTH,FLOOD_BASIN,0.33
TR000629,Assam,Sonitpur,26.7011,92.7914,66,3.0,NORTH_EAST,RIVER_VALLEY,0.36
TR000630,Assam,Dibrugarh,27.3872,94.8181,83,0.5,NORTH_EAST,FLOOD_BASIN,0.25
TR000631,Assam,Cachar,24.8675,92.814,47,0.8,EAST,FLOOD_BASIN,0.22
TR000632,Assam,Nagaon,26.3604,92.5523,39,0.4,SOUTH_WEST,PLAINS,0.72
TR000633,Meghalaya,East Khasi Hills,25.6216,91.9825,1461,31.2,NORTH_EAST,PLATEAU_ESCARPMENT,2.47
TR000634,Meghalaya,West Khasi Hills,25.5985,91.4068,1320,29.1,NORTH_WEST,PLATEAU_ESCARPMENT,1.86
TR000635,Meghalaya,Ri-Bhoi,25.9844,91.8332,562,16.5,SOUTH_EAST,DISSECTED_HILLS,1.5
TR000636,Meghalaya,West Jaintia Hills,25.3539,92.1457,1298,23.6,SOUTH,DISSECTED_HILLS,1.38
TR000637,Sikkim,East Sikkim,27.2732,88.6991,1650,42.1,NORTH_EAST,VALLEY_GORGE,0.35
TR000638,Sikkim,North Sikkim,27.6499,88.6922,2402,47.2,NORTH_WEST,HIGH_ALPINE,0.21
TR000639,Sikkim,South Sikkim,27.1801,88.4374,1334,34.0,SOUTH_WEST,VALLEY_GORGE,0.8
TR000640,Nagaland,Kohima,25.5909,94.2126,1482,35.2,NORTH,DISSECTED_HILLS,2.16
TR000641,Nagaland,Dimapur,26.0543,93.6296,165,4.3,EAST,PLAINS,1.17
TR000642,Nagaland,Mokokchung,26.3843,94.6442,1263,32.0,EAST,DISSECTED_HILLS,2.08
TR000643,Manipur,Imphal West,24.8373,93.8294,749,3.9,NORTH_WEST,RIVER_VALLEY,0.78
TR000644,Manipur,Bishnupur,24.7735,93.7771,732,3.5,SOUTH_EAST,RIVER_VALLEY,0.11
TR000645,Manipur,Senapati,25.1798,93.9256,1257,29.4,NORTH_EAST,DISSECTED_HILLS,1.37
TR000646,Mizoram,Aizawl,23.7613,92.8095,1113,34.1,NORTH_EAST,RIDGE_SLOPE,2.35
TR000647,Mizoram,Kolasib,24.3233,92.6271,552,22.7,WEST,DISSECTED_HILLS,1.41
TR000648,Mizoram,Lunglei,22.7725,92.6233,1027,33.3,SOUTH_WEST,RIDGE_SLOPE,2.87
TR000649,Tripura,West Tripura,23.7936,91.4194,25,2.5,EAST,ROLLING_PLAINS,1.17
TR000650,Tripura,Sipahijala,23.5818,91.4548,65,5.2,SOUTH_EAST,ROLLING_PLAINS,3.06
TR000651,Tripura,Dhalai,23.9882,91.8948,102,13.0,SOUTH_WEST,LOW_HILLS,1.72
TR000652,Arunachal Pradesh,Tawang,27.703,91.8935,2885,43.1,SOUTH_EAST,HIGH_ALPINE,5.33
TR000653,Arunachal Pradesh,West Kameng,27.1671,92.3579,2228,37.0,EAST,STEEP_MOUNTAIN,4.37
TR000654,Arunachal Pradesh,Papum Pare,26.9509,93.6772,333,18.0,EAST,DISSECTED_HILLS,1.6
TR000655,Arunachal Pradesh,East Siang,28.2056,95.1857,172,8.3,NORTH,RIVER_VALLEY,0.68
TR000656,Arunachal Pradesh,Lower Subansiri,27.5834,93.8719,1513,34.6,NORTH,STEEP_MOUNTAIN,2.64
TR000657,Assam,Kamrup Metropolitan,26.2181,91.6576,35,0.4,SOUTH_EAST,PLAINS,1.13
TR000658,Assam,Kamrup Rural,26.0616,91.6247,79,2.0,EAST,PLAINS,0.57
TR000659,Assam,Darrang,26.3054,91.9439,80,0.4,SOUTH,FLOOD_BASIN,0.22
TR000660,Assam,Sonitpur,26.5162,92.643,67,1.8,NORTH,RIVER_VALLEY,0.52
TR000661,Assam,Dibrugarh,27.3727,94.8862,160,0.4,NORTH,FLOOD_BASIN,0.5
TR000662,Assam,Cachar,24.7137,92.7727,75,2.2,NORTH_WEST,FLOOD_BASIN,0.44
TR000663,Assam,Nagaon,26.2629,92.6694,106,2.7,EAST,PLAINS,0.64
TR000664,Meghalaya,East Khasi Hills,25.5244,92.0288,1439,29.7,NORTH_EAST,PLATEAU_ESCARPMENT,2.53
TR000665,Meghalaya,West Khasi Hills,25.4083,91.1325,1340,30.0,EAST,PLATEAU_ESCARPMENT,1.61
TR000666,Meghalaya,Ri-Bhoi,25.9282,91.9141,551,17.5,NORTH_EAST,DISSECTED_HILLS,1.53
TR000667,Meghalaya,West Jaintia Hills,25.4961,92.2322,1325,24.3,NORTH_WEST,DISSECTED_HILLS,0.92
TR000668,Sikkim,East Sikkim,27.2506,88.5135,1679,42.3,SOUTH_WEST,VALLEY_GORGE,0.45
TR000669,Sikkim,North Sikkim,27.512,88.5982,2428,47.2,SOUTH,HIGH_ALPINE,0.08
TR000670,Sikkim,South Sikkim,27.1915,88.452,1259,34.0,EAST,VALLEY_GORGE,0.15
TR000671,Nagaland,Kohima,25.5514,94.2058,1460,36.3,NORTH_WEST,DISSECTED_HILLS,1.68
TR000672,Nagaland,Dimapur,25.7645,93.6287,172,6.2,NORTH,PLAINS,0.96
TR000673,Nagaland,Mokokchung,26.2097,94.6055,1320,30.9,EAST,DISSECTED_HILLS,2.28
TR000674,Manipur,Imphal West,24.6943,93.95,748,1.6,NORTH,RIVER_VALLEY,0.5
TR000675,Manipur,Bishnupur,24.5384,93.6279,766,3.3,SOUTH,RIVER_VALLEY,0.2
TR000676,Manipur,Senapati,25.1906,93.8785,1286,30.5,SOUTH_WEST,DISSECTED_HILLS,1.21
TR000677,Mizoram,Aizawl,23.7775,92.8101,1122,35.4,SOUTH_WEST,RIDGE_SLOPE,2.13
TR000678,Mizoram,Kolasib,24.2361,92.7822,654,24.6,NORTH_WEST,DISSECTED_HILLS,1.58
TR000679,Mizoram,Lunglei,22.9361,92.8709,1033,33.4,SOUTH,RIDGE_SLOPE,2.56
TR000680,Tripura,West Tripura,23.7052,91.4076,66,0.4,WEST,ROLLING_PLAINS,1.32
TR000681,Tripura,Sipahijala,23.64,91.3334,51,1.2,SOUTH_EAST,ROLLING_PLAINS,3.17
TR000682,Tripura,Dhalai,23.8347,91.9847,101,14.4,NORTH,LOW_HILLS,1.88
TR000683,Arunachal Pradesh,Tawang,27.474,91.8364,2927,44.2,SOUTH,HIGH_ALPINE,5.6
TR000684,Arunachal Pradesh,West Kameng,27.3027,92.5161,2173,37.1,SOUTH_EAST,STEEP_MOUNTAIN,4.72
TR000685,Arunachal Pradesh,Papum Pare,27.1926,93.4927,331,18.0,SOUTH_EAST,DISSECTED_HILLS,1.16
TR000686,Arunachal Pradesh,East Siang,27.9989,95.3134,206,6.8,NORTH_EAST,RIVER_VALLEY,0.61
TR000687,Arunachal Pradesh,Lower Subansiri,27.5763,93.9145,1514,32.0,WEST,STEEP_MOUNTAIN,2.65
TR000688,Assam,Kamrup Metropolitan,26.1709,91.8137,115,0.4,EAST,PLAINS,0.62
TR000689,Assam,Kamrup Rural,26.2689,91.6477,109,1.1,NORTH,PLAINS,0.57
TR000690,Assam,Darrang,26.4253,91.9959,54,1.5,NORTH_WEST,FLOOD_BASIN,0.36
TR000691,Assam,Sonitpur,26.5355,92.7635,97,2.6,NORTH_WEST,RIVER_VALLEY,0.7
TR000692,Assam,Dibrugarh,27.3344,95.0289,90,1.8,SOUTH_WEST,FLOOD_BASIN,0.18
TR000693,Assam,Cachar,24.8259,92.7095,20,0.4,EAST,FLOOD_BASIN,0.48
TR000694,Assam,Nagaon,26.2861,92.6181,66,2.8,NORTH_WEST,PLAINS,0.9
TR000695,Meghalaya,East Khasi Hills,25.7205,91.8117,1468,32.9,SOUTH_WEST,PLATEAU_ESCARPMENT,2.24
TR000696,Meghalaya,West Khasi Hills,25.6077,91.1908,1273,28.5,SOUTH_EAST,PLATEAU_ESCARPMENT,1.61
TR000697,Meghalaya,Ri-Bhoi,25.8825,92.004,542,17.7,EAST,DISSECTED_HILLS,1.74
TR000698,Meghalaya,West Jaintia Hills,25.5602,92.2963,1335,27.5,NORTH,DISSECTED_HILLS,0.89
TR000699,Sikkim,East Sikkim,27.4018,88.5775,1689,43.8,WEST,VALLEY_GORGE,0.42
TR000700,Sikkim,North Sikkim,27.3587,88.4578,2496,47.0,NORTH_EAST,HIGH_ALPINE,0.09
TR000701,Sikkim,South Sikkim,27.0299,88.2152,1286,37.2,SOUTH_EAST,VALLEY_GORGE,0.33
TR000702,Nagaland,Kohima,25.7722,94.1101,1461,37.9,SOUTH,DISSECTED_HILLS,1.99
TR000703,Nagaland,Dimapur,25.8294,93.7241,192,2.2,NORTH_EAST,PLAINS,1.22
TR000704,Nagaland,Mokokchung,26.3511,94.4749,1280,32.7,EAST,DISSECTED_HILLS,2.02
TR000705,Manipur,Imphal West,24.9163,93.8139,728,1.6,NORTH_WEST,RIVER_VALLEY,0.36
TR000706,Manipur,Bishnupur,24.6541,93.904,819,2.1,NORTH_EAST,RIVER_VALLEY,0.2
TR000707,Manipur,Senapati,25.172,94.0555,1255,27.1,SOUTH_EAST,DISSECTED_HILLS,1.66
TR000708,Mizoram,Aizawl,23.8074,92.5703,1186,31.2,SOUTH_EAST,RIDGE_SLOPE,1.86
TR000709,Mizoram,Kolasib,24.3103,92.5971,627,26.0,NORTH_WEST,DISSECTED_HILLS,1.15
TR000710,Mizoram,Lunglei,23.0201,92.7828,1014,33.5,SOUTH,RIDGE_SLOPE,2.8
TR000711,Tripura,West Tripura,23.8192,91.2023,20,3.0,SOUTH_WEST,ROLLING_PLAINS,1.49
TR000712,Tripura,Sipahijala,23.6041,91.1927,37,5.5,NORTH,ROLLING_PLAINS,3.18
TR000713,Tripura,Dhalai,23.9518,91.8684,156,12.5,EAST,LOW_HILLS,1.54
TR000714,Arunachal Pradesh,Tawang,27.4685,91.7286,2875,45.2,NORTH_EAST,HIGH_ALPINE,5.51
TR000715,Arunachal Pradesh,West Kameng,27.1928,92.4792,2254,38.8,SOUTH,STEEP_MOUNTAIN,4.37
TR000716,Arunachal Pradesh,Papum Pare,27.1056,93.5387,267,20.0,SOUTH_WEST,DISSECTED_HILLS,1.47
TR000717,Arunachal Pradesh,East Siang,28.096,95.3742,182,7.4,SOUTH_EAST,RIVER_VALLEY,0.17
TR000718,Arunachal Pradesh,Lower Subansiri,27.5492,93.7687,1616,32.0,NORTH_EAST,STEEP_MOUNTAIN,2.8
TR000719,Assam,Kamrup Metropolitan,26.0051,91.7986,68,2.8,NORTH_EAST,PLAINS,0.77
TR000720,Assam,Kamrup Rural,26.249,91.6179,79,2.3,SOUTH_WEST,PLAINS,0.94
TR000721,Assam,Darrang,26.5036,92.0332,100,0.4,NORTH_WEST,FLOOD_BASIN,0.48
TR000722,Assam,Sonitpur,26.6513,92.7307,78,0.4,SOUTH,RIVER_VALLEY,0.42
TR000723,Assam,Dibrugarh,27.5653,94.9909,71,3.0,NORTH_WEST,FLOOD_BASIN,0.73
TR000724,Assam,Cachar,24.8796,92.6956,20,3.0,WEST,FLOOD_BASIN,0.15
TR000725,Assam,Nagaon,26.4316,92.6334,37,1.4,WEST,PLAINS,0.75
TR000726,Meghalaya,East Khasi Hills,25.4641,91.7594,1511,30.9,SOUTH,PLATEAU_ESCARPMENT,2.56
TR000727,Meghalaya,West Khasi Hills,25.3814,91.3768,1284,26.1,SOUTH_EAST,PLATEAU_ESCARPMENT,1.99
TR000728,Meghalaya,Ri-Bhoi,25.909,91.8539,601,18.3,NORTH_EAST,DISSECTED_HILLS,1.34
TR000729,Meghalaya,West Jaintia Hills,25.3601,92.1728,1342,28.0,SOUTH_EAST,DISSECTED_HILLS,1.49
TR000730,Sikkim,East Sikkim,27.2319,88.7152,1613,43.4,EAST,VALLEY_GORGE,0.17
TR000731,Sikkim,North Sikkim,27.5393,88.453,2471,46.3,WEST,HIGH_ALPINE,0.34
TR000732,Sikkim,South Sikkim,27.0828,88.4321,1313,37.5,NORTH_EAST,VALLEY_GORGE,0.47
TR000733,Nagaland,Kohima,25.7542,93.985,1458,35.5,SOUTH,DISSECTED_HILLS,1.83
TR000734,Nagaland,Dimapur,25.8855,93.7207,135,1.5,SOUTH_WEST,PLAINS,0.78
TR000735,Nagaland,Mokokchung,26.2869,94.3742,1301,32.3,SOUTH_WEST,DISSECTED_HILLS,2.2
TR000736,Manipur,Imphal West,24.6724,93.788,818,0.9,NORTH,RIVER_VALLEY,0.7
TR000737,Manipur,Bishnupur,24.5857,93.6532,759,3.5,EAST,RIVER_VALLEY,0.25
TR000738,Manipur,Senapati,25.1296,93.8737,1227,29.3,SOUTH_WEST,DISSECTED_HILLS,1.49
TR000739,Mizoram,Aizawl,23.7343,92.6977,1157,35.5,SOUTH,RIDGE_SLOPE,1.97
TR000740,Mizoram,Kolasib,24.3404,92.6378,574,22.8,NORTH,DISSECTED_HILLS,1.54
TR000741,Mizoram,Lunglei,22.9736,92.5957,988,32.6,SOUTH_EAST,RIDGE_SLOPE,2.34
TR000742,Tripura,West Tripura,23.9017,91.3137,20,0.4,SOUTH,ROLLING_PLAINS,1.41
TR000743,Tripura,Sipahijala,23.7226,91.2746,53,1.8,SOUTH_WEST,ROLLING_PLAINS,2.9
TR000744,Tripura,Dhalai,23.7146,91.9984,164,10.0,NORTH_EAST,LOW_HILLS,1.89
TR000745,Arunachal Pradesh,Tawang,27.4506,91.7441,2896,43.9,EAST,HIGH_ALPINE,5.31
TR000746,Arunachal Pradesh,West Kameng,27.2568,92.3118,2228,38.9,NORTH_EAST,STEEP_MOUNTAIN,4.26
TR000747,Arunachal Pradesh,Papum Pare,27.0767,93.4969,326,17.3,SOUTH_WEST,DISSECTED_HILLS,1.34
TR000748,Arunachal Pradesh,East Siang,27.9571,95.4252,108,9.3,NORTH_WEST,RIVER_VALLEY,0.55
TR000749,Arunachal Pradesh,Lower Subansiri,27.4848,93.9154,1563,30.9,NORTH,STEEP_MOUNTAIN,2.68
TR000750,Assam,Kamrup Metropolitan,26.0734,91.7431,20,0.5,SOUTH_WEST,PLAINS,0.82
TR000751,Assam,Kamrup Rural,26.0831,91.5764,114,0.4,EAST,PLAINS,0.96
TR000752,Assam,Darrang,26.4012,91.8818,77,0.4,WEST,FLOOD_BASIN,0.12
TR000753,Assam,Sonitpur,26.656,92.7908,29,3.5,SOUTH_EAST,RIVER_VALLEY,0.3
TR000754,Assam,Dibrugarh,27.5399,95.0334,130,0.4,WEST,FLOOD_BASIN,0.79
TR000755,Assam,Cachar,24.7721,92.7682,20,3.4,EAST,FLOOD_BASIN,0.52
TR000756,Assam,Nagaon,26.4509,92.6421,90,0.4,NORTH_WEST,PLAINS,0.93
TR000757,Meghalaya,East Khasi Hills,25.4573,91.9708,1435,28.0,SOUTH,PLATEAU_ESCARPMENT,2.04
TR000758,Meghalaya,West Khasi Hills,25.5542,91.2086,1334,27.7,EAST,PLATEAU_ESCARPMENT,1.95
TR000759,Meghalaya,Ri-Bhoi,26.0135,91.7579,594,15.7,EAST,DISSECTED_HILLS,1.32
TR000760,Meghalaya,West Jaintia Hills,25.4201,92.187,1376,25.4,SOUTH_WEST,DISSECTED_HILLS,1.4
TR000761,Sikkim,East Sikkim,27.4289,88.6512,1692,40.3,SOUTH_WEST,VALLEY_GORGE,0.05
TR000762,Sikkim,North Sikkim,27.5679,88.6945,2498,46.8,SOUTH_EAST,HIGH_ALPINE,0.32
TR000763,Sikkim,South Sikkim,27.1972,88.4407,1326,35.9,WEST,VALLEY_GORGE,0.55
TR000764,Nagaland,Kohima,25.7588,94.142,1490,36.7,SOUTH_EAST,DISSECTED_HILLS,2.1
TR000765,Nagaland,Dimapur,26.0488,93.6167,252,3.7,SOUTH_WEST,PLAINS,1.23
TR000766,Nagaland,Mokokchung,26.3072,94.389,1343,30.1,NORTH,DISSECTED_HILLS,2.31
TR000767,Manipur,Imphal West,24.8704,94.0171,798,3.3,EAST,RIVER_VALLEY,0.4
TR000768,Manipur,Bishnupur,24.7691,93.8764,776,3.6,SOUTH_EAST,RIVER_VALLEY,0.51
TR000769,Manipur,Senapati,25.1386,94.0585,1221,29.4,SOUTH_WEST,DISSECTED_HILLS,1.58
TR000770,Mizoram,Aizawl,23.7695,92.6122,1175,33.3,SOUTH_WEST,RIDGE_SLOPE,2.39
TR000771,Mizoram,Kolasib,24.0864,92.723,570,24.5,NORTH_WEST,DISSECTED_HILLS,1.26
TR000772,Mizoram,Lunglei,22.8788,92.6396,1056,31.5,NORTH,RIDGE_SLOPE,2.41
TR000773,Tripura,West Tripura,23.9725,91.1519,20,2.4,NORTH_WEST,ROLLING_PLAINS,1.2
TR000774,Tripura,Sipahijala,23.7301,91.1856,28,4.5,SOUTH,ROLLING_PLAINS,2.84
TR000775,Tripura,Dhalai,23.957,91.8341,95,14.4,NORTH_WEST,LOW_HILLS,1.83
TR000776,Arunachal Pradesh,Tawang,27.4414,91.8304,2844,44.8,WEST,HIGH_ALPINE,4.95
TR000777,Arunachal Pradesh,West Kameng,27.1418,92.4472,2219,38.7,SOUTH_WEST,STEEP_MOUNTAIN,4.83
TR000778,Arunachal Pradesh,Papum Pare,27.1191,93.663,318,20.8,EAST,DISSECTED_HILLS,1.19
TR000779,Arunachal Pradesh,East Siang,27.9323,95.2429,153,8.4,WEST,RIVER_VALLEY,0.65
TR000780,Arunachal Pradesh,Lower Subansiri,27.58,93.895,1546,33.5,SOUTH_EAST,STEEP_MOUNTAIN,2.62
TR000781,Assam,Kamrup Metropolitan,26.2223,91.6527,38,0.5,SOUTH,PLAINS,0.96
TR000782,Assam,Kamrup Rural,26.275,91.5763,45,1.9,SOUTH_EAST,PLAINS,0.38
TR000783,Assam,Darrang,26.3512,91.9231,83,2.3,EAST,FLOOD_BASIN,0.32
TR000784,Assam,Sonitpur,26.5601,92.7014,33,4.3,SOUTH,RIVER_VALLEY,0.51
TR000785,Assam,Dibrugarh,27.4599,94.9964,139,0.4,NORTH_WEST,FLOOD_BASIN,0.64
TR000786,Assam,Cachar,24.6973,92.8189,51,2.2,WEST,FLOOD_BASIN,0.45
TR000787,Assam,Nagaon,26.3304,92.7315,68,0.4,NORTH_EAST,PLAINS,0.77
TR000788,Meghalaya,East Khasi Hills,25.5879,91.7579,1549,30.2,NORTH_EAST,PLATEAU_ESCARPMENT,2.33
TR000789,Meghalaya,West Khasi Hills,25.6373,91.3443,1336,26.4,SOUTH,PLATEAU_ESCARPMENT,1.93
TR000790,Meghalaya,Ri-Bhoi,25.9691,91.7685,539,17.3,SOUTH_EAST,DISSECTED_HILLS,1.64
TR000791,Meghalaya,West Jaintia Hills,25.3966,92.3144,1323,28.4,SOUTH,DISSECTED_HILLS,1.45
TR000792,Sikkim,East Sikkim,27.4176,88.5386,1633,44.4,SOUTH_EAST,VALLEY_GORGE,0.14
TR000793,Sikkim,North Sikkim,27.39,88.5238,2479,50.4,SOUTH_EAST,HIGH_ALPINE,0.38
TR000794,Sikkim,South Sikkim,27.2729,88.3643,1280,37.3,SOUTH_EAST,VALLEY_GORGE,0.76
TR000795,Nagaland,Kohima,25.7149,94.0189,1459,36.9,SOUTH_WEST,DISSECTED_HILLS,2.0
TR000796,Nagaland,Dimapur,26.0332,93.6173,225,4.6,NORTH,PLAINS,1.27
TR000797,Nagaland,Mokokchung,26.3262,94.5783,1301,32.1,WEST,DISSECTED_HILLS,2.34
TR000798,Manipur,Imphal West,24.8357,93.9616,845,3.0,NORTH_WEST,RIVER_VALLEY,0.52
TR000799,Manipur,Bishnupur,24.7068,93.8669,746,5.4,SOUTH,RIVER_VALLEY,0.32
TR000800,Manipur,Senapati,25.1138,93.8919,1238,27.7,SOUTH,DISSECTED_HILLS,1.59
TR000801,Mizoram,Aizawl,23.6371,92.7927,1090,35.4,SOUTH,RIDGE_SLOPE,2.19
TR000802,Mizoram,Kolasib,24.1139,92.5486,650,23.5,WEST,DISSECTED_HILLS,1.44
TR000803,Mizoram,Lunglei,22.7397,92.8342,973,32.1,NORTH_WEST,RIDGE_SLOPE,2.69
TR000804,Tripura,West Tripura,23.8501,91.2041,57,2.4,NORTH_EAST,ROLLING_PLAINS,1.1
TR000805,Tripura,Sipahijala,23.7203,91.4016,20,4.0,NORTH_WEST,ROLLING_PLAINS,2.58
TR000806,Tripura,Dhalai,23.8145,91.825,180,14.4,SOUTH,LOW_HILLS,1.55
TR000807,Arunachal Pradesh,Tawang,27.6017,91.7133,2872,43.0,NORTH,HIGH_ALPINE,5.51
TR000808,Arunachal Pradesh,West Kameng,27.3726,92.3988,2168,40.1,SOUTH_WEST,STEEP_MOUNTAIN,4.71
TR000809,Arunachal Pradesh,Papum Pare,27.1447,93.6931,329,19.7,SOUTH_WEST,DISSECTED_HILLS,1.08
TR000810,Arunachal Pradesh,East Siang,28.1335,95.234,152,7.6,EAST,RIVER_VALLEY,0.59
TR000811,Arunachal Pradesh,Lower Subansiri,27.4561,93.7321,1565,30.5,NORTH,STEEP_MOUNTAIN,2.58
TR000812,Assam,Kamrup Metropolitan,26.0782,91.6655,20,1.6,NORTH_WEST,PLAINS,0.72
TR000813,Assam,Kamrup Rural,26.1342,91.6249,20,0.4,NORTH_EAST,PLAINS,0.95
TR000814,Assam,Darrang,26.4811,92.1131,72,1.7,NORTH_WEST,FLOOD_BASIN,0.48
TR000815,Assam,Sonitpur,26.631,92.8144,63,0.4,WEST,RIVER_VALLEY,0.71
TR000816,Assam,Dibrugarh,27.4804,95.0491,114,0.4,SOUTH_WEST,FLOOD_BASIN,0.48
TR000817,Assam,Cachar,24.8081,92.79,20,1.0,SOUTH_EAST,FLOOD_BASIN,0.52
TR000818,Assam,Nagaon,26.3942,92.6333,41,0.4,EAST,PLAINS,0.94
TR000819,Meghalaya,East Khasi Hills,25.5879,92.0423,1535,31.8,NORTH_EAST,PLATEAU_ESCARPMENT,2.37
TR000820,Meghalaya,West Khasi Hills,25.3944,91.2138,1250,30.0,NORTH_WEST,PLATEAU_ESCARPMENT,1.95
TR000821,Meghalaya,Ri-Bhoi,25.9363,92.0177,577,18.4,NORTH,DISSECTED_HILLS,1.5
TR000822,Meghalaya,West Jaintia Hills,25.5389,92.084,1302,26.2,NORTH_EAST,DISSECTED_HILLS,1.03
TR000823,Sikkim,East Sikkim,27.4623,88.7031,1637,42.1,NORTH_EAST,VALLEY_GORGE,0.18
TR000824,Sikkim,North Sikkim,27.496,88.4889,2473,47.0,NORTH_WEST,HIGH_ALPINE,0.38
TR000825,Sikkim,South Sikkim,27.3045,88.2502,1338,36.4,NORTH_WEST,VALLEY_GORGE,0.15
TR000826,Nagaland,Kohima,25.5447,94.1597,1479,34.4,WEST,DISSECTED_HILLS,2.0
TR000827,Nagaland,Dimapur,26.0075,93.6392,241,4.8,SOUTH,PLAINS,1.28
TR000828,Nagaland,Mokokchung,26.4076,94.564,1380,28.9,WEST,DISSECTED_HILLS,2.3
TR000829,Manipur,Imphal West,24.6741,94.0019,729,0.4,SOUTH,RIVER_VALLEY,0.29
TR000830,Manipur,Bishnupur,24.7207,93.7819,783,5.1,WEST,RIVER_VALLEY,0.64
TR000831,Manipur,Senapati,25.2323,93.9953,1241,29.2,SOUTH_WEST,DISSECTED_HILLS,1.16
TR000832,Mizoram,Aizawl,23.7791,92.7281,1152,34.1,SOUTH,RIDGE_SLOPE,1.79
TR000833,Mizoram,Kolasib,24.2938,92.5437,658,22.4,EAST,DISSECTED_HILLS,1.55
TR000834,Mizoram,Lunglei,22.7618,92.8261,998,32.0,NORTH_EAST,RIDGE_SLOPE,2.43
TR000835,Tripura,West Tripura,23.9595,91.2512,80,2.9,SOUTH,ROLLING_PLAINS,1.26
TR000836,Tripura,Sipahijala,23.645,91.2029,22,4.5,NORTH_WEST,ROLLING_PLAINS,3.1
TR000837,Tripura,Dhalai,23.7885,91.8902,118,12.9,SOUTH_WEST,LOW_HILLS,1.94
TR000838,Arunachal Pradesh,Tawang,27.6746,91.9282,2887,46.8,SOUTH_WEST,HIGH_ALPINE,4.96
TR000839,Arunachal Pradesh,West Kameng,27.3769,92.3083,2145,35.5,NORTH_WEST,STEEP_MOUNTAIN,4.64
TR000840,Arunachal Pradesh,Papum Pare,27.1115,93.7507,299,17.1,NORTH,DISSECTED_HILLS,1.43
