flood_id,date,state,district,latitude,longitude,rainfall_24h_mm,river_level_m,river_distance_km,elevation_m,flood_occurred,severity,road_blocked,duration_hours,current_system_score
FL000687,2025-06-08,Arunachal Pradesh,Lower Subansiri,27.5763,93.9145,50.4,3.21,2.65,1514,0,NONE,0,0.0,0.226
FL000688,2025-06-08,Assam,Kamrup Metropolitan,26.1709,91.8137,42.6,4.41,0.62,115,0,NONE,0,0.0,0.121
FL000689,2025-06-09,Assam,Kamrup Rural,26.2689,91.6477,140.9,11.62,0.57,109,1,CRITICAL,1,27.9,0.915
FL000690,2025-06-09,Assam,Darrang,26.4253,91.9959,110.1,11.19,0.36,54,1,HIGH,1,67.8,0.752
FL000691,2025-06-09,Assam,Sonitpur,26.5355,92.7635,119.6,13.56,0.7,97,1,CRITICAL,1,54.5,0.791
FL000692,2025-06-09,Assam,Dibrugarh,27.3344,95.0289,42.6,5.84,0.18,90,0,NONE,0,0.0,0.173
FL000693,2025-06-09,Assam,Cachar,24.8259,92.7095,32.2,2.53,0.48,20,0,NONE,0,0.0,0.203
FL000694,2025-06-09,Assam,Nagaon,26.2861,92.6181,69.7,14.09,0.9,66,1,MEDIUM,0,0.0,0.768
FL000695,2025-06-09,Meghalaya,East Khasi Hills,25.7205,91.8117,109.3,4.26,2.24,1468,0,NONE,0,0.0,0.061
FL000696,2025-06-09,Meghalaya,West Khasi Hills,25.6077,91.1908,246.8,5.23,1.61,1273,0,NONE,0,0.0,0.24
FL000697,2025-06-09,Meghalaya,Ri-Bhoi,25.8825,92.004,122.2,5.34,1.74,542,0,NONE,0,0.0,0.124
FL000698,2025-06-09,Meghalaya,West Jaintia Hills,25.5602,92.2963,162.5,6.32,0.89,1335,0,NONE,0,0.0,0.229
FL000699,2025-06-10,Sikkim,East Sikkim,27.4018,88.5775,52.0,4.44,0.42,1689,0,NONE,0,0.0,0.076
FL000700,2025-06-10,Sikkim,North Sikkim,27.3587,88.4578,66.7,4.18,0.09,2496,0,NONE,0,0.0,0.193
FL000701,2025-06-10,Sikkim,South Sikkim,27.0299,88.2152,111.7,4.57,0.33,1286,0,NONE,0,0.0,0.212
FL000702,2025-06-10,Nagaland,Kohima,25.7722,94.1101,74.3,2.96,1.99,1461,0,NONE,0,0.0,0.039
FL000703,2025-06-10,Nagaland,Dimapur,25.8294,93.7241,109.5,4.68,1.22,192,0,NONE,0,0.0,0.141
FL000704,2025-06-10,Nagaland,Mokokchung,26.3511,94.4749,128.5,3.5,2.02,1280,0,NONE,0,0.0,0.068
FL000705,2025-06-10,Manipur,Imphal West,24.9163,93.8139,108.2,12.32,0.36,728,1,HIGH,1,53.1,0.718
FL000706,2025-06-10,Manipur,Bishnupur,24.6541,93.904,146.5,3.29,0.2,819,0,NONE,0,0.0,0.376
FL000707,2025-06-10,Manipur,Senapati,25.172,94.0555,33.6,4.93,1.66,1255,0,NONE,0,0.0,0.136
FL000708,2025-06-10,Mizoram,Aizawl,23.8074,92.5703,43.9,4.66,1.86,1186,0,NONE,0,0.0,0.312
FL000709,2025-06-11,Mizoram,Kolasib,24.3103,92.5971,103.3,5.05,1.15,627,0,NONE,0,0.0,0.112
FL000710,2025-06-11,Mizoram,Lunglei,23.0201,92.7828,149.7,5.99,2.8,1014,0,NONE,0,0.0,0.265
FL000711,2025-06-11,Tripura,West Tripura,23.8192,91.2023,162.8,3.01,1.49,20,0,NONE,0,0.0,0.294
FL000712,2025-06-11,Tripura,Sipahijala,23.6041,91.1927,32.2,3.52,3.18,37,0,NONE,0,0.0,0.234
FL000713,2025-06-11,Tripura,Dhalai,23.9518,91.8684,72.0,3.01,1.54,156,0,NONE,0,0.0,0.19
FL000714,2025-06-11,Arunachal Pradesh,Tawang,27.4685,91.7286,121.8,5.8,5.51,2875,0,NONE,0,0.0,0.168
FL000715,2025-06-11,Arunachal Pradesh,West Kameng,27.1928,92.4792,187.2,5.71,4.37,2254,0,NONE,0,0.0,0.146
FL000716,2025-06-11,Arunachal Pradesh,Papum Pare,27.1056,93.5387,125.1,4.66,1.47,267,0,NONE,0,0.0,0.355
FL000717,2025-06-11,Arunachal Pradesh,East Siang,28.096,95.3742,111.2,13.28,0.17,182,1,HIGH,1,86.3,0.933
FL000718,2025-06-11,Arunachal Pradesh,Lower Subansiri,27.5492,93.7687,191.4,6.02,2.8,1616,0,NONE,0,0.0,0.367
FL000719,2025-06-12,Assam,Kamrup Metropolitan,26.0051,91.7986,133.9,3.74,0.77,68,0,NONE,0,0.0,0.065
FL000720,2025-06-12,Assam,Kamrup Rural,26.249,91.6179,112.4,11.51,0.94,79,1,HIGH,1,73.2,0.905
FL000721,2025-06-12,Assam,Darrang,26.5036,92.0332,152.0,10.06,0.48,100,1,CRITICAL,1,81.4,0.963
FL000722,2025-06-12,Assam,Sonitpur,26.6513,92.7307,86.0,10.12,0.42,78,1,HIGH,1,64.0,0.751
FL000723,2025-06-12,Assam,Dibrugarh,27.5653,94.9909,110.3,13.92,0.73,71,1,HIGH,1,42.3,0.719
FL000724,2025-06-12,Assam,Cachar,24.8796,92.6956,39.7,5.96,0.15,20,0,NONE,0,0.0,0.287
FL000725,2025-06-12,Assam,Nagaon,26.4316,92.6334,130.3,14.55,0.75,37,1,CRITICAL,1,70.2,0.861
FL000726,2025-06-12,Meghalaya,East Khasi Hills,25.4641,91.7594,143.0,5.02,2.56,1511,0,NONE,0,0.0,0.323
FL000727,2025-06-12,Meghalaya,West Khasi Hills,25.3814,91.3768,159.1,5.81,1.99,1284,0,NONE,0,0.0,0.07
FL000728,2025-06-12,Meghalaya,Ri-Bhoi,25.909,91.8539,150.3,4.53,1.34,601,0,NONE,0,0.0,0.306
FL000729,2025-06-13,Meghalaya,West Jaintia Hills,25.3601,92.1728,243.4,5.11,1.49,1342,0,NONE,0,0.0,0.093
FL000730,2025-06-13,Sikkim,East Sikkim,27.2319,88.7152,136.3,3.75,0.17,1613,0,NONE,0,0.0,0.079
FL000731,2025-06-13,Sikkim,North Sikkim,27.5393,88.453,105.3,14.6,0.34,2471,1,HIGH,1,62.6,0.746
FL000732,2025-06-13,Sikkim,South Sikkim,27.0828,88.4321,40.9,2.53,0.47,1313,0,NONE,0,0.0,0.313
FL000733,2025-06-13,Nagaland,Kohima,25.7542,93.985,118.0,2.9,1.83,1458,0,NONE,0,0.0,0.259
FL000734,2025-06-13,Nagaland,Dimapur,25.8855,93.7207,67.5,4.33,0.78,135,0,NONE,0,0.0,0.208
FL000735,2025-06-13,Nagaland,Mokokchung,26.2869,94.3742,127.5,2.79,2.2,1301,0,NONE,0,0.0,0.149
FL000736,2025-06-13,Manipur,Imphal West,24.6724,93.788,76.2,6.05,0.7,818,0,NONE,0,0.0,0.336
FL000737,2025-06-13,Manipur,Bishnupur,24.5857,93.6532,122.3,5.29,0.25,759,0,NONE,0,0.0,0.161
FL000738,2025-06-13,Manipur,Senapati,25.1296,93.8737,107.0,6.16,1.49,1227,0,NONE,0,0.0,0.314
FL000739,2025-06-14,Mizoram,Aizawl,23.7343,92.6977,141.3,4.04,1.97,1157,0,NONE,0,0.0,0.178
FL000740,2025-06-14,Mizoram,Kolasib,24.3404,92.6378,72.4,4.51,1.54,574,0,NONE,0,0.0,0.156
FL000741,2025-06-14,Mizoram,Lunglei,22.9736,92.5957,136.3,3.85,2.34,988,0,NONE,0,0.0,0.187
FL000742,2025-06-14,Tripura,West Tripura,23.9017,91.3137,98.9,5.81,1.41,20,0,NONE,0,0.0,0.128
FL000743,2025-06-14,Tripura,Sipahijala,23.7226,91.2746,85.6,4.91,2.9,53,0,NONE,0,0.0,0.289
FL000744,2025-06-14,Tripura,Dhalai,23.7146,91.9984,130.0,5.83,1.89,164,0,NONE,0,0.0,0.201
FL000745,2025-06-14,Arunachal Pradesh,Tawang,27.4506,91.7441,147.6,2.88,5.31,2896,0,NONE,0,0.0,0.104
FL000746,2025-06-14,Arunachal Pradesh,West Kameng,27.2568,92.3118,71.6,4.3,4.26,2228,0,NONE,0,0.0,0.344
FL000747,2025-06-14,Arunachal Pradesh,Papum Pare,27.0767,93.4969,132.9,3.59,1.34,326,0,NONE,0,0.0,0.158
FL000748,2025-06-14,Arunachal Pradesh,East Siang,27.9571,95.4252,107.2,9.58,0.55,108,1,HIGH,1,91.7,0.852
FL000749,2025-06-15,Arunachal Pradesh,Lower Subansiri,27.4848,93.9154,83.5,4.6,2.68,1563,0,NONE,0,0.0,0.346
FL000750,2025-06-15,Assam,Kamrup Metropolitan,26.0734,91.7431,30.4,5.13,0.82,20,0,NONE,0,0.0,0.245
FL000751,2025-06-15,Assam,Kamrup Rural,26.0831,91.5764,153.7,14.5,0.96,114,1,CRITICAL,1,81.0,0.733
FL000752,2025-06-15,Assam,Darrang,26.4012,91.8818,130.9,10.45,0.12,77,1,CRITICAL,1,75.8,0.963
FL000753,2025-06-15,Assam,Sonitpur,26.656,92.7908,42.9,5.04,0.3,29,0,NONE,0,0.0,0.246
FL000754,2025-06-15,Assam,Dibrugarh,27.5399,95.0334,99.4,3.55,0.79,130,0,NONE,0,0.0,0.141
FL000755,2025-06-15,Assam,Cachar,24.7721,92.7682,58.4,2.89,0.52,20,0,NONE,0,0.0,0.07
FL000756,2025-06-15,Assam,Nagaon,26.4509,92.6421,111.3,12.67,0.93,90,1,HIGH,1,49.6,0.922
FL000757,2025-06-15,Meghalaya,East Khasi Hills,25.4573,91.9708,188.2,3.68,2.04,1435,0,NONE,0,0.0,0.243
FL000758,2025-06-15,Meghalaya,West Khasi Hills,25.5542,91.2086,155.1,3.12,1.95,1334,0,NONE,0,0.0,0.212
FL000759,2025-06-16,Meghalaya,Ri-Bhoi,26.0135,91.7579,89.5,4.76,1.32,594,0,NONE,0,0.0,0.342
FL000760,2025-06-16,Meghalaya,West Jaintia Hills,25.4201,92.187,196.4,4.36,1.4,1376,0,NONE,0,0.0,0.304
FL000761,2025-06-16,Sikkim,East Sikkim,27.4289,88.6512,55.5,3.51,0.05,1692,0,NONE,0,0.0,0.075
FL000762,2025-06-16,Sikkim,North Sikkim,27.5679,88.6945,148.3,11.32,0.32,2498,1,CRITICAL,1,51.6,0.787
FL000763,2025-06-16,Sikkim,South Sikkim,27.1972,88.4407,154.7,4.31,0.55,1326,0,NONE,0,0.0,0.109
FL000764,2025-06-16,Nagaland,Kohima,25.7588,94.142,69.9,3.02,2.1,1490,0,NONE,0,0.0,0.288
FL000765,2025-06-16,Nagaland,Dimapur,26.0488,93.6167,37.3,2.56,1.23,252,0,NONE,0,0.0,0.032
FL000766,2025-06-16,Nagaland,Mokokchung,26.3072,94.389,101.9,3.17,2.31,1343,0,NONE,0,0.0,0.225
FL000767,2025-06-16,Manipur,Imphal West,24.8704,94.0171,104.1,4.04,0.4,798,0,NONE,0,0.0,0.294
FL000768,2025-06-16,Manipur,Bishnupur,24.7691,93.8764,138.0,4.18,0.51,776,0,NONE,0,0.0,0.336
FL000769,2025-06-17,Manipur,Senapati,25.1386,94.0585,43.3,6.46,1.58,1221,0,NONE,0,0.0,0.143
FL000770,2025-06-17,Mizoram,Aizawl,23.7695,92.6122,122.4,2.67,2.39,1175,0,NONE,0,0.0,0.316
FL000771,2025-06-17,Mizoram,Kolasib,24.0864,92.723,131.0,2.55,1.26,570,0,NONE,0,0.0,0.06
FL000772,2025-06-17,Mizoram,Lunglei,22.8788,92.6396,144.7,2.53,2.41,1056,0,NONE,0,0.0,0.325
FL000773,2025-06-17,Tripura,West Tripura,23.9725,91.1519,102.3,14.45,1.2,20,1,HIGH,1,22.0,0.736
FL000774,2025-06-17,Tripura,Sipahijala,23.7301,91.1856,155.3,5.95,2.84,28,0,NONE,0,0.0,0.163
FL000775,2025-06-17,Tripura,Dhalai,23.957,91.8341,34.1,5.57,1.83,95,0,NONE,0,0.0,0.307
FL000776,2025-06-17,Arunachal Pradesh,Tawang,27.4414,91.8304,99.6,4.55,4.95,2844,0,NONE,0,0.0,0.074
FL000777,2025-06-17,Arunachal Pradesh,West Kameng,27.1418,92.4472,61.7,2.53,4.83,2219,0,NONE,0,0.0,0.103
FL000778,2025-06-17,Arunachal Pradesh,Papum Pare,27.1191,93.663,152.3,3.49,1.19,318,0,NONE,0,0.0,0.28
FL000779,2025-06-18,Arunachal Pradesh,East Siang,27.9323,95.2429,72.6,14.79,0.65,153,1,MEDIUM,0,0.0,0.902
FL000780,2025-06-18,Arunachal Pradesh,Lower Subansiri,27.58,93.895,181.4,4.32,2.62,1546,0,NONE,0,0.0,0.251
FL000781,2025-06-18,Assam,Kamrup Metropolitan,26.2223,91.6527,153.3,14.43,0.96,38,1,CRITICAL,1,93.9,0.894
FL000782,2025-06-18,Assam,Kamrup Rural,26.275,91.5763,156.3,13.98,0.38,45,1,CRITICAL,1,67.9,0.852
FL000783,2025-06-18,Assam,Darrang,26.3512,91.9231,158.9,9.79,0.32,83,1,CRITICAL,1,67.7,0.771
FL000784,2025-06-18,Assam,Sonitpur,26.5601,92.7014,41.3,5.52,0.51,33,0,NONE,0,0.0,0.144
FL000785,2025-06-18,Assam,Dibrugarh,27.4599,94.9964,34.8,3.26,0.64,139,0,NONE,0,0.0,0.085
FL000786,2025-06-18,Assam,Cachar,24.6973,92.8189,96.4,14.39,0.45,51,1,HIGH,1,24.7,0.954
FL000787,2025-06-18,Assam,Nagaon,26.3304,92.7315,161.8,12.76,0.77,68,1,CRITICAL,1,78.0,0.863
FL000788,2025-06-18,Meghalaya,East Khasi Hills,25.5879,91.7579,231.7,3.18,2.33,1549,0,NONE,0,0.0,0.164
FL000789,2025-06-19,Meghalaya,West Khasi Hills,25.6373,91.3443,162.8,3.17,1.93,1336,0,NONE,0,0.0,0.186
FL000790,2025-06-19,Meghalaya,Ri-Bhoi,25.9691,91.7685,63.2,5.99,1.64,539,0,NONE,0,0.0,0.361
FL000791,2025-06-19,Meghalaya,West Jaintia Hills,25.3966,92.3144,100.1,4.86,1.45,1323,0,NONE,0,0.0,0.075
FL000792,2025-06-19,Sikkim,East Sikkim,27.4176,88.5386,127.0,10.45,0.14,1633,1,CRITICAL,1,69.2,0.864
FL000793,2025-06-19,Sikkim,North Sikkim,27.39,88.5238,36.5,3.97,0.38,2479,0,NONE,0,0.0,0.202
FL000794,2025-06-19,Sikkim,South Sikkim,27.2729,88.3643,129.3,2.78,0.76,1280,0,NONE,0,0.0,0.24
FL000795,2025-06-19,Nagaland,Kohima,25.7149,94.0189,83.2,5.9,2.0,1459,0,NONE,0,0.0,0.027
FL000796,2025-06-19,Nagaland,Dimapur,26.0332,93.6173,131.0,5.29,1.27,225,0,NONE,0,0.0,0.334
FL000797,2025-06-19,Nagaland,Mokokchung,26.3262,94.5783,134.5,6.4,2.34,1301,0,NONE,0,0.0,0.356
FL000798,2025-06-19,Manipur,Imphal West,24.8357,93.9616,102.4,6.47,0.52,845,0,NONE,0,0.0,0.223
FL000799,2025-06-20,Manipur,Bishnupur,24.7068,93.8669,151.3,13.94,0.32,746,1,CRITICAL,1,20.2,0.895
FL000800,2025-06-20,Manipur,Senapati,25.1138,93.8919,85.3,6.08,1.59,1238,0,NONE,0,0.0,0.352
FL000801,2025-06-20,Mizoram,Aizawl,23.6371,92.7927,161.4,4.32,2.19,1090,0,NONE,0,0.0,0.275
FL000802,2025-06-20,Mizoram,Kolasib,24.1139,92.5486,115.9,3.04,1.44,650,0,NONE,0,0.0,0.075
FL000803,2025-06-20,Mizoram,Lunglei,22.7397,92.8342,51.4,5.15,2.69,973,0,NONE,0,0.0,0.227
FL000804,2025-06-20,Tripura,West Tripura,23.8501,91.2041,122.6,5.28,1.1,57,0,NONE,0,0.0,0.238
FL000805,2025-06-20,Tripura,Sipahijala,23.7203,91.4016,89.9,3.73,2.58,20,0,NONE,0,0.0,0.173
FL000806,2025-06-20,Tripura,Dhalai,23.8145,91.825,75.2,5.79,1.55,180,0,NONE,0,0.0,0.285
FL000807,2025-06-20,Arunachal Pradesh,Tawang,27.6017,91.7133,93.5,3.12,5.51,2872,0,NONE,0,0.0,0.356
FL000808,2025-06-20,Arunachal Pradesh,West Kameng,27.3726,92.3988,181.0,4.73,4.71,2168,0,NONE,0,0.0,0.353
FL000809,2025-06-21,Arunachal Pradesh,Papum Pare,27.1447,93.6931,176.6,3.37,1.08,329,0,NONE,0,0.0,0.182
FL000810,2025-06-21,Arunachal Pradesh,East Siang,28.1335,95.234,200.8,11.25,0.59,152,1,CRITICAL,1,84.8,0.732
FL000811,2025-06-21,Arunachal Pradesh,Lower Subansiri,27.4561,93.7321,144.3,3.17,2.58,1565,0,NONE,0,0.0,0.375
FL000812,2025-06-21,Assam,Kamrup Metropolitan,26.0782,91.6655,123.7,3.3,0.72,20,0,NONE,0,0.0,0.322
FL000813,2025-06-21,Assam,Kamrup Rural,26.1342,91.6249,56.5,4.83,0.95,20,0,NONE,0,0.0,0.065
FL000814,2025-06-21,Assam,Darrang,26.4811,92.1131,80.6,5.78,0.48,72,0,NONE,0,0.0,0.352
FL000815,2025-06-21,Assam,Sonitpur,26.631,92.8144,66.8,13.23,0.71,63,1,MEDIUM,0,0.0,0.944
FL000816,2025-06-21,Assam,Dibrugarh,27.4804,95.0491,95.4,10.0,0.48,114,1,HIGH,1,46.7,0.845
FL000817,2025-06-21,Assam,Cachar,24.8081,92.79,114.9,13.75,0.52,20,1,HIGH,1,78.6,0.866
FL000818,2025-06-21,Assam,Nagaon,26.3942,92.6333,110.9,3.94,0.94,41,0,NONE,0,0.0,0.164
FL000819,2025-06-22,Meghalaya,East Khasi Hills,25.5879,92.0423,78.6,5.9,2.37,1535,0,NONE,0,0.0,0.04
FL000820,2025-06-22,Meghalaya,West Khasi Hills,25.3944,91.2138,113.7,4.52,1.95,1250,0,NONE,0,0.0,0.141
FL000821,2025-06-22,Meghalaya,Ri-Bhoi,25.9363,92.0177,150.5,4.32,1.5,577,0,NONE,0,0.0,0.309
FL000822,2025-06-22,Meghalaya,West Jaintia Hills,25.5389,92.084,92.0,6.37,1.03,1302,0,NONE,0,0.0,0.022
FL000823,2025-06-22,Sikkim,East Sikkim,27.4623,88.7031,105.8,5.1,0.18,1637,0,NONE,0,0.0,0.14
FL000824,2025-06-22,Sikkim,North Sikkim,27.496,88.4889,124.1,13.19,0.38,2473,1,CRITICAL,1,69.8,0.811
FL000825,2025-06-22,Sikkim,South Sikkim,27.3045,88.2502,121.5,2.89,0.15,1338,0,NONE,0,0.0,0.213
FL000826,2025-06-22,Nagaland,Kohima,25.5447,94.1597,88.0,4.24,2.0,1479,0,NONE,0,0.0,0.351
FL000827,2025-06-22,Nagaland,Dimapur,26.0075,93.6392,75.4,5.15,1.28,241,0,NONE,0,0.0,0.145
FL000828,2025-06-22,Nagaland,Mokokchung,26.4076,94.564,35.0,2.61,2.3,1380,0,NONE,0,0.0,0.145
FL000829,2025-06-23,Manipur,Imphal West,24.6741,94.0019,142.8,12.28,0.29,729,1,CRITICAL,1,89.2,0.907
FL000830,2025-06-23,Manipur,Bishnupur,24.7207,93.7819,138.1,3.33,0.64,783,0,NONE,0,0.0,0.183
FL000831,2025-06-23,Manipur,Senapati,25.2323,93.9953,37.3,5.29,1.16,1241,0,NONE,0,0.0,0.101
FL000832,2025-06-23,Mizoram,Aizawl,23.7791,92.7281,92.6,3.1,1.79,1152,0,NONE,0,0.0,0.183
FL000833,2025-06-23,Mizoram,Kolasib,24.2938,92.5437,91.4,4.14,1.55,658,0,NONE,0,0.0,0.071
FL000834,2025-06-23,Mizoram,Lunglei,22.7618,92.8261,65.4,3.59,2.43,998,0,NONE,0,0.0,0.083
FL000835,2025-06-23,Tripura,West Tripura,23.9595,91.2512,64.4,4.84,1.26,80,0,NONE,0,0.0,0.199
FL000836,2025-06-23,Tripura,Sipahijala,23.645,91.2029,74.4,5.18,3.1,22,0,NONE,0,0.0,0.171
FL000837,2025-06-23,Tripura,Dhalai,23.7885,91.8902,79.5,2.73,1.94,118,0,NONE,0,0.0,0.349
FL000838,2025-06-23,Arunachal Pradesh,Tawang,27.6746,91.9282,99.4,5.66,4.96,2887,0,NONE,0,0.0,0.15
FL000839,2025-06-24,Arunachal Pradesh,West Kameng,27.3769,92.3083,46.8,5.21,4.64,2145,0,NONE,0,0.0,0.229
FL000840,2025-06-24,Arunachal Pradesh,Papum Pare,27.1115,93.7507,111.1,5.8,1.43,299,0,NONE,0,0.0,0.248
FL000841,2025-06-24,Arunachal Pradesh,East Siang,28.1338,95.2395,42.2,4.94,0.48,210,0,NONE,0,0.0,0.025
FL000842,2025-06-24,Arunachal Pradesh,Lower Subansiri,27.4483,93.7462,167.0,2.76,2.62,1606,0,NONE,0,0.0,0.259
FL000843,2025-06-24,Assam,Kamrup Metropolitan,26.1958,91.7564,46.8,4.37,1.16,20,0,NONE,0,0.0,0.084
FL000844,2025-06-24,Assam,Kamrup Rural,26.3333,91.5504,68.3,3.81,0.79,68,0,NONE,0,0.0,0.366
FL000845,2025-06-24,Assam,Darrang,26.3772,91.9402,32.6,5.13,0.27,66,0,NONE,0,0.0,0.074
FL000846,2025-06-24,Assam,Sonitpur,26.5223,92.8392,34.8,5.11,0.3,30,0,NONE,0,0.0,0.169
FL000847,2025-06-24,Assam,Dibrugarh,27.3808,94.9078,110.6,14.72,0.35,90,1,HIGH,1,65.3,0.724
FL000848,2025-06-24,Assam,Cachar,24.8586,92.7986,137.7,10.05,0.57,20,1,CRITICAL,1,75.5,0.979
FL000849,2025-06-25,Assam,Nagaon,26.2458,92.628,84.2,12.59,0.93,104,1,HIGH,1,40.0,0.841
FL000850,2025-06-25,Meghalaya,East Khasi Hills,25.5596,91.9953,213.0,5.74,2.17,1447,0,NONE,0,0.0,0.234
FL000851,2025-06-25,Meghalaya,West Khasi Hills,25.504,91.2436,91.4,4.75,1.91,1319,0,NONE,0,0.0,0.044
FL000852,2025-06-25,Meghalaya,Ri-Bhoi,25.8027,91.912,48.0,4.96,1.79,597,0,NONE,0,0.0,0.29
FL000853,2025-06-25,Meghalaya,West Jaintia Hills,25.5674,92.1089,250.6,2.98,0.9,1363,0,NONE,0,0.0,0.096
FL000854,2025-06-25,Sikkim,East Sikkim,27.2115,88.4621,106.6,4.55,0.38,1654,0,NONE,0,0.0,0.343
FL000855,2025-06-25,Sikkim,North Sikkim,27.5237,88.6308,125.0,3.85,0.41,2417,0,NONE,0,0.0,0.094
FL000856,2025-06-25,Sikkim,South Sikkim,27.183,88.4996,138.6,4.64,0.25,1300,0,NONE,0,0.0,0.089
FL000857,2025-06-25,Nagaland,Kohima,25.6428,94.226,53.5,4.43,1.74,1455,0,NONE,0,0.0,0.033
FL000858,2025-06-25,Nagaland,Dimapur,25.8962,93.7306,109.8,9.75,0.66,185,1,HIGH,1,23.3,0.832
FL000859,2025-06-26,Nagaland,Mokokchung,26.2467,94.6592,87.9,5.97,2.34,1338,0,NONE,0,0.0,0.223
FL000860,2025-06-26,Manipur,Imphal West,24.7091,93.8346,40.2,4.18,0.68,797,0,NONE,0,0.0,0.044
FL000861,2025-06-26,Manipur,Bishnupur,24.7727,93.8353,96.0,5.62,0.08,771,0,NONE,0,0.0,0.299
FL000862,2025-06-26,Manipur,Senapati,25.3384,93.9295,83.2,6.38,1.18,1223,0,NONE,0,0.0,0.183
FL000863,2025-06-26,Mizoram,Aizawl,23.6391,92.8399,124.5,3.89,2.35,1116,0,NONE,0,0.0,0.209
FL000864,2025-06-26,Mizoram,Kolasib,24.3345,92.542,137.6,4.66,1.41,633,0,NONE,0,0.0,0.179
FL000865,2025-06-26,Mizoram,Lunglei,22.8864,92.8389,90.8,2.59,2.63,1066,0,NONE,0,0.0,0.164
FL000866,2025-06-26,Tripura,West Tripura,23.8525,91.2498,102.9,6.04,1.37,23,0,NONE,0,0.0,0.221
FL000867,2025-06-26,Tripura,Sipahijala,23.7356,91.317,102.5,5.13,2.69,20,0,NONE,0,0.0,0.076
FL000868,2025-06-26,Tripura,Dhalai,23.8218,91.9452,157.7,6.45,1.66,124,0,NONE,0,0.0,0.085
FL000869,2025-06-27,Arunachal Pradesh,Tawang,27.6174,91.86,58.5,5.81,5.1,2857,0,NONE,0,0.0,0.33
FL000870,2025-06-27,Arunachal Pradesh,West Kameng,27.2689,92.3501,175.5,4.73,4.49,2159,0,NONE,0,0.0,0.361
FL000871,2025-06-27,Arunachal Pradesh,Papum Pare,27.1656,93.5021,155.7,14.07,1.16,289,1,CRITICAL,1,47.0,0.805
FL000872,2025-06-27,Arunachal Pradesh,East Siang,27.95,95.3786,39.5,2.82,0.25,156,0,NONE,0,0.0,0.117
FL000873,2025-06-27,Arunachal Pradesh,Lower Subansiri,27.65,93.6867,64.8,6.11,2.94,1505,0,NONE,0,0.0,0.252
FL000874,2025-06-27,Assam,Kamrup Metropolitan,26.0349,91.74,82.6,13.85,0.59,109,1,HIGH,1,36.0,0.814
FL000875,2025-06-27,Assam,Kamrup Rural,26.1125,91.466,74.3,11.33,0.72,49,1,MEDIUM,0,0.0,0.707
FL000876,2025-06-27,Assam,Darrang,26.3076,92.0969,73.6,10.34,0.67,76,1,MEDIUM,0,0.0,0.744
FL000877,2025-06-27,Assam,Sonitpur,26.5488,92.8246,137.7,3.02,0.36,78,0,NONE,0,0.0,0.278
FL000878,2025-06-27,Assam,Dibrugarh,27.5719,94.9423,75.4,13.48,0.65,149,1,HIGH,1,82.3,0.884
FL000879,2025-06-28,Assam,Cachar,24.8703,92.7821,129.5,12.35,0.17,20,1,CRITICAL,1,68.4,0.708
FL000880,2025-06-28,Assam,Nagaon,26.3312,92.7112,158.9,11.92,0.54,33,1,CRITICAL,1,61.6,0.762
FL000881,2025-06-28,Meghalaya,East Khasi Hills,25.4338,91.9001,235.1,4.9,2.22,1546,0,NONE,0,0.0,0.103
FL000882,2025-06-28,Meghalaya,West Khasi Hills,25.4049,91.1389,70.2,2.55,1.94,1280,0,NONE,0,0.0,0.262
FL000883,2025-06-28,Meghalaya,Ri-Bhoi,26.0133,91.8894,154.1,2.92,1.56,586,0,NONE,0,0.0,0.027
FL000884,2025-06-28,Meghalaya,West Jaintia Hills,25.3391,92.231,204.7,5.28,1.46,1375,0,NONE,0,0.0,0.057
FL000885,2025-06-28,Sikkim,East Sikkim,27.3925,88.5859,62.3,4.75,0.05,1643,0,NONE,0,0.0,0.308
FL000886,2025-06-28,Sikkim,North Sikkim,27.5089,88.4688,134.2,3.01,0.55,2492,0,NONE,0,0.0,0.084
FL000887,2025-06-28,Sikkim,South Sikkim,27.1252,88.4414,133.3,3.34,0.6,1356,0,NONE,0,0.0,0.255
FL000888,2025-06-28,Nagaland,Kohima,25.5544,93.9988,108.7,5.93,2.14,1441,0,NONE,0,0.0,0.106
FL000889,2025-06-29,Nagaland,Dimapur,25.7819,93.757,43.5,3.59,0.77,204,0,NONE,0,0.0,0.056
FL000890,2025-06-29,Nagaland,Mokokchung,26.3877,94.6068,91.0,3.25,2.19,1333,0,NONE,0,0.0,0.108
FL000891,2025-06-29,Manipur,Imphal West,24.7795,93.8484,74.5,4.98,0.49,827,0,NONE,0,0.0,0.28
FL000892,2025-06-29,Manipur,Bishnupur,24.5288,93.81,58.2,6.42,0.4,742,0,NONE,0,0.0,0.328
FL000893,2025-06-29,Manipur,Senapati,25.2794,94.0436,92.7,3.64,1.28,1277,0,NONE,0,0.0,0.319
FL000894,2025-06-29,Mizoram,Aizawl,23.7427,92.7349,118.6,4.43,2.11,1092,0,NONE,0,0.0,0.163
FL000895,2025-06-29,Mizoram,Kolasib,24.1461,92.622,40.8,2.65,1.21,594,0,NONE,0,0.0,0.261
FL000896,2025-06-29,Mizoram,Lunglei,22.7714,92.8491,131.0,3.04,2.54,975,0,NONE,0,0.0,0.094
FL000897,2025-06-29,Tripura,West Tripura,23.8913,91.1853,147.2,6.14,1.46,20,0,NONE,0,0.0,0.126
