landslide_id,date,state,district,latitude,longitude,rainfall_mm,elevation_m,slope_percent,soil_type,landslide_occurred,severity,road_blocked,duration_hours
LS000556,2025-05-26,Tripura,West Tripura,23.9137,91.3566,5.6,68,4.5,Sandy_Clay,0,NONE,0,0.0
LS000557,2025-05-26,Tripura,Sipahijala,23.6942,91.417,7.6,73,3.2,Sandy_Clay,0,NONE,0,0.0
LS000558,2025-05-26,Tripura,Dhalai,23.8289,91.7636,9.0,114,11.1,Red_Laterite,0,NONE,0,0.0
LS000559,2025-05-27,Arunachal Pradesh,Tawang,27.6003,91.7486,11.6,2949,44.4,Gneissic_Debris,0,NONE,0,0.0
LS000560,2025-05-27,Arunachal Pradesh,West Kameng,27.3193,92.2804,13.9,2152,38.6,Schist_Shale,0,NONE,0,0.0
LS000561,2025-05-27,Arunachal Pradesh,Papum Pare,26.9553,93.7454,8.5,280,18.2,Colluvial_Soil,0,NONE,0,0.0
LS000562,2025-05-27,Arunachal Pradesh,East Siang,28.2034,95.2367,4.8,183,11.2,Alluvial_Gravel,0,NONE,0,0.0
LS000563,2025-05-27,Arunachal Pradesh,Lower Subansiri,27.4906,93.9423,0.3,1612,31.3,Schist_Shale,0,NONE,0,0.0
LS000564,2025-05-27,Assam,Kamrup Metropolitan,26.0696,91.6978,1.0,110,1.9,Alluvial_Clay,0,NONE,0,0.0
LS000565,2025-05-27,Assam,Kamrup Rural,26.2227,91.6298,4.6,94,0.4,Alluvial_Silt,0,NONE,0,0.0
LS000566,2025-05-27,Assam,Darrang,26.5131,91.8813,4.9,53,0.4,Brahmaputra_Sand_Silt,0,NONE,0,0.0
LS000567,2025-05-27,Assam,Sonitpur,26.6396,92.7761,4.3,20,3.1,Alluvial_Silt,0,NONE,0,0.0
LS000568,2025-05-27,Assam,Dibrugarh,27.6192,94.8887,3.7,64,0.7,Alluvial_Clay,0,NONE,0,0.0
LS000569,2025-05-28,Assam,Cachar,24.7101,92.8707,9.0,20,0.9,Barak_Valley_Alluvium,0,NONE,0,0.0
LS000570,2025-05-28,Assam,Nagaon,26.2363,92.766,1.4,100,2.9,Alluvial_Clay,0,NONE,0,0.0
LS000571,2025-05-28,Meghalaya,East Khasi Hills,25.6319,91.7638,6.9,1502,28.0,Sandstone_Silt,0,NONE,0,0.0
LS000572,2025-05-28,Meghalaya,West Khasi Hills,25.492,91.3267,2.5,1300,29.2,Red_Loam,0,NONE,0,0.0
LS000573,2025-05-28,Meghalaya,Ri-Bhoi,25.9348,91.8627,2.4,517,14.4,Laterite_Clay,0,NONE,0,0.0
LS000574,2025-05-28,Meghalaya,West Jaintia Hills,25.5257,92.2269,11.0,1319,25.3,Limestone_Clay,0,NONE,0,0.0
LS000575,2025-05-28,Sikkim,East Sikkim,27.4262,88.5308,3.3,1672,39.9,Loose_Phyllite,0,NONE,0,0.0
LS000576,2025-05-28,Sikkim,North Sikkim,27.53,88.5823,10.9,2489,50.7,Schist_Shale,0,NONE,0,0.0
LS000577,2025-05-28,Sikkim,South Sikkim,27.2741,88.4627,12.6,1266,36.3,Loose_Phyllite,0,NONE,0,0.0
LS000578,2025-05-28,Nagaland,Kohima,25.7495,94.0473,2.9,1386,37.2,Disang_Shale,0,NONE,0,0.0
LS000579,2025-05-29,Nagaland,Dimapur,25.8286,93.6933,9.2,165,3.8,Alluvial_Sandy_Loam,0,NONE,0,0.0
LS000580,2025-05-29,Nagaland,Mokokchung,26.3335,94.6633,9.3,1306,33.2,Disang_Shale,0,NONE,0,0.0
LS000581,2025-05-29,Manipur,Imphal West,24.9252,93.9573,13.0,771,2.4,Lacustrine_Alluvium,0,NONE,0,0.0
LS000582,2025-05-29,Manipur,Bishnupur,24.6237,93.9107,13.7,719,1.1,Lacustrine_Alluvium,0,NONE,0,0.0
LS000583,2025-05-29,Manipur,Senapati,25.1887,93.8719,5.1,1197,31.7,Clayey_Loam,0,NONE,0,0.0
LS000584,2025-05-29,Mizoram,Aizawl,23.663,92.7814,5.7,1168,32.6,Siltstone_Shale,0,NONE,0,0.0
LS000585,2025-05-29,Mizoram,Kolasib,24.0947,92.691,10.2,628,22.8,Red_Loam,0,NONE,0,0.0
LS000586,2025-05-29,Mizoram,Lunglei,22.7537,92.8663,4.3,1063,29.8,Siltstone_Shale,0,NONE,0,0.0
LS000587,2025-05-29,Tripura,West Tripura,23.8574,91.3658,2.3,58,3.0,Sandy_Clay,0,NONE,0,0.0
LS000588,2025-05-29,Tripura,Sipahijala,23.6946,91.381,2.7,80,1.7,Sandy_Clay,0,NONE,0,0.0
LS000589,2025-05-30,Tripura,Dhalai,23.9774,91.7348,8.3,158,12.5,Red_Laterite,0,NONE,0,0.0
LS000590,2025-05-30,Arunachal Pradesh,Tawang,27.6586,91.9316,13.0,2855,42.1,Gneissic_Debris,0,NONE,0,0.0
LS000591,2025-05-30,Arunachal Pradesh,West Kameng,27.1179,92.4148,9.6,2184,38.1,Schist_Shale,0,NONE,0,0.0
LS000592,2025-05-30,Arunachal Pradesh,Papum Pare,27.1666,93.5167,2.9,276,19.7,Colluvial_Soil,0,NONE,0,0.0
LS000593,2025-05-30,Arunachal Pradesh,East Siang,28.1359,95.2114,9.6,210,6.8,Alluvial_Gravel,0,NONE,0,0.0
LS000594,2025-05-30,Arunachal Pradesh,Lower Subansiri,27.4816,93.6992,10.1,1591,34.8,Schist_Shale,0,NONE,0,0.0
LS000595,2025-05-30,Assam,Kamrup Metropolitan,26.1433,91.7394,2.3,20,1.2,Alluvial_Clay,0,NONE,0,0.0
LS000596,2025-05-30,Assam,Kamrup Rural,26.1453,91.4885,12.7,20,2.9,Alluvial_Silt,0,NONE,0,0.0
LS000597,2025-05-30,Assam,Darrang,26.3366,92.1032,7.8,20,0.4,Brahmaputra_Sand_Silt,0,NONE,0,0.0
LS000598,2025-05-30,Assam,Sonitpur,26.5572,92.7841,0.6,67,4.2,Alluvial_Silt,0,NONE,0,0.0
LS000599,2025-05-31,Assam,Dibrugarh,27.6109,94.7726,12.6,150,2.9,Alluvial_Clay,0,NONE,0,0.0
LS000600,2025-05-31,Assam,Cachar,24.8091,92.7254,12.9,20,3.9,Barak_Valley_Alluvium,0,NONE,0,0.0
LS000601,2025-05-31,Assam,Nagaon,26.443,92.7055,3.5,20,1.0,Alluvial_Clay,0,NONE,0,0.0
LS000602,2025-05-31,Meghalaya,East Khasi Hills,25.4826,91.9846,5.9,1435,32.8,Sandstone_Silt,0,NONE,0,0.0
LS000603,2025-05-31,Meghalaya,West Khasi Hills,25.4995,91.1947,5.9,1328,27.1,Red_Loam,0,NONE,0,0.0
LS000604,2025-05-31,Meghalaya,Ri-Bhoi,25.887,91.8407,8.2,527,16.8,Laterite_Clay,0,NONE,0,0.0
LS000605,2025-05-31,Meghalaya,West Jaintia Hills,25.4868,92.1892,11.8,1345,28.4,Limestone_Clay,0,NONE,0,0.0
LS000606,2025-05-31,Sikkim,East Sikkim,27.4217,88.6762,4.7,1659,43.3,Loose_Phyllite,0,NONE,0,0.0
LS000607,2025-05-31,Sikkim,North Sikkim,27.3519,88.523,9.5,2419,48.7,Schist_Shale,0,NONE,0,0.0
LS000608,2025-05-31,Sikkim,South Sikkim,27.228,88.2029,3.9,1282,33.7,Loose_Phyllite,0,NONE,0,0.0
LS000609,2025-06-01,Nagaland,Kohima,25.7798,94.1768,144.8,1393,34.3,Disang_Shale,0,NONE,0,0.0
LS000610,2025-06-01,Nagaland,Dimapur,25.8827,93.8659,70.2,153,4.9,Alluvial_Sandy_Loam,0,NONE,0,0.0
LS000611,2025-06-01,Nagaland,Mokokchung,26.4514,94.6392,47.9,1326,30.6,Disang_Shale,0,NONE,0,0.0
LS000612,2025-06-01,Manipur,Imphal West,24.8045,94.0112,74.7,799,0.4,Lacustrine_Alluvium,0,NONE,0,0.0
LS000613,2025-06-01,Manipur,Bishnupur,24.7284,93.6369,57.4,782,1.3,Lacustrine_Alluvium,0,NONE,0,0.0
LS000614,2025-06-01,Manipur,Senapati,25.1492,93.9475,122.6,1298,28.6,Clayey_Loam,1,CRITICAL,1,20.5
LS000615,2025-06-01,Mizoram,Aizawl,23.7873,92.7882,32.1,1110,32.8,Siltstone_Shale,0,NONE,0,0.0
LS000616,2025-06-01,Mizoram,Kolasib,24.3531,92.5708,135.6,648,24.9,Red_Loam,0,NONE,0,0.0
LS000617,2025-06-01,Mizoram,Lunglei,22.7793,92.7298,49.1,1012,29.6,Siltstone_Shale,0,NONE,0,0.0
LS000618,2025-06-01,Tripura,West Tripura,23.9126,91.2724,43.2,34,0.9,Sandy_Clay,0,NONE,0,0.0
LS000619,2025-06-02,Tripura,Sipahijala,23.5323,91.3678,88.7,77,4.0,Sandy_Clay,0,NONE,0,0.0
LS000620,2025-06-02,Tripura,Dhalai,23.7645,91.957,89.7,98,10.0,Red_Laterite,0,NONE,0,0.0
LS000621,2025-06-02,Arunachal Pradesh,Tawang,27.5428,91.8634,48.9,2926,43.5,Gneissic_Debris,0,NONE,0,0.0
LS000622,2025-06-02,Arunachal Pradesh,West Kameng,27.1667,92.5515,169.3,2249,37.8,Schist_Shale,1,CRITICAL,1,33.8
LS000623,2025-06-02,Arunachal Pradesh,Papum Pare,27.0254,93.6052,151.0,362,20.0,Colluvial_Soil,0,NONE,0,0.0
LS000624,2025-06-02,Arunachal Pradesh,East Siang,27.9345,95.4103,152.8,123,7.4,Alluvial_Gravel,0,NONE,0,0.0
LS000625,2025-06-02,Arunachal Pradesh,Lower Subansiri,27.5117,93.8691,119.6,1582,30.3,Schist_Shale,0,NONE,0,0.0
LS000626,2025-06-02,Assam,Kamrup Metropolitan,26.2697,91.6087,98.2,20,0.4,Alluvial_Clay,0,NONE,0,0.0
LS000627,2025-06-02,Assam,Kamrup Rural,26.2778,91.4396,147.6,106,2.5,Alluvial_Silt,0,NONE,0,0.0
LS000628,2025-06-02,Assam,Darrang,26.3148,92.0193,30.4,20,3.2,Brahmaputra_Sand_Silt,0,NONE,0,0.0
LS000629,2025-06-03,Assam,Sonitpur,26.7011,92.7914,129.9,66,3.0,Alluvial_Silt,0,NONE,0,0.0
LS000630,2025-06-03,Assam,Dibrugarh,27.3872,94.8181,85.5,83,0.5,Alluvial_Clay,0,NONE,0,0.0
LS000631,2025-06-03,Assam,Cachar,24.8675,92.814,124.7,47,0.8,Barak_Valley_Alluvium,0,NONE,0,0.0
LS000632,2025-06-03,Assam,Nagaon,26.3604,92.5523,117.5,39,0.4,Alluvial_Clay,0,NONE,0,0.0
LS000633,2025-06-03,Meghalaya,East Khasi Hills,25.6216,91.9825,67.4,1461,31.2,Sandstone_Silt,0,NONE,0,0.0
LS000634,2025-06-03,Meghalaya,West Khasi Hills,25.5985,91.4068,228.8,1320,29.1,Red_Loam,1,CRITICAL,1,23.1
LS000635,2025-06-03,Meghalaya,Ri-Bhoi,25.9844,91.8332,47.8,562,16.5,Laterite_Clay,0,NONE,0,0.0
LS000636,2025-06-03,Meghalaya,West Jaintia Hills,25.3539,92.1457,181.0,1298,23.6,Limestone_Clay,0,NONE,0,0.0
LS000637,2025-06-03,Sikkim,East Sikkim,27.2732,88.6991,82.6,1650,42.1,Loose_Phyllite,1,HIGH,1,40.0
LS000638,2025-06-03,Sikkim,North Sikkim,27.6499,88.6922,139.5,2402,47.2,Schist_Shale,1,CRITICAL,1,23.4
LS000639,2025-06-04,Sikkim,South Sikkim,27.1801,88.4374,77.8,1334,34.0,Loose_Phyllite,0,NONE,0,0.0
LS000640,2025-06-04,Nagaland,Kohima,25.5909,94.2126,156.9,1482,35.2,Disang_Shale,1,CRITICAL,1,41.6
LS000641,2025-06-04,Nagaland,Dimapur,26.0543,93.6296,130.9,165,4.3,Alluvial_Sandy_Loam,0,NONE,0,0.0
LS000642,2025-06-04,Nagaland,Mokokchung,26.3843,94.6442,159.0,1263,32.0,Disang_Shale,0,NONE,0,0.0
LS000643,2025-06-04,Manipur,Imphal West,24.8373,93.8294,87.3,749,3.9,Lacustrine_Alluvium,0,NONE,0,0.0
LS000644,2025-06-04,Manipur,Bishnupur,24.7735,93.7771,43.1,732,3.5,Lacustrine_Alluvium,0,NONE,0,0.0
LS000645,2025-06-04,Manipur,Senapati,25.1798,93.9256,83.6,1257,29.4,Clayey_Loam,1,HIGH,1,35.4
LS000646,2025-06-04,Mizoram,Aizawl,23.7613,92.8095,82.4,1113,34.1,Siltstone_Shale,1,HIGH,1,50.7
LS000647,2025-06-04,Mizoram,Kolasib,24.3233,92.6271,80.9,552,22.7,Red_Loam,0,NONE,0,0.0
LS000648,2025-06-04,Mizoram,Lunglei,22.7725,92.6233,154.3,1027,33.3,Siltstone_Shale,0,NONE,0,0.0
LS000649,2025-06-05,Tripura,West Tripura,23.7936,91.4194,130.8,25,2.5,Sandy_Clay,0,NONE,0,0.0
LS000650,2025-06-05,Tripura,Sipahijala,23.5818,91.4548,156.2,65,5.2,Sandy_Clay,0,NONE,0,0.0
LS000651,2025-06-05,Tripura,Dhalai,23.9882,91.8948,156.4,102,13.0,Red_Laterite,0,NONE,0,0.0
LS000652,2025-06-05,Arunachal Pradesh,Tawang,27.703,91.8935,60.8,2885,43.1,Gneissic_Debris,0,NONE,0,0.0
LS000653,2025-06-05,Arunachal Pradesh,West Kameng,27.1671,92.3579,153.4,2228,37.0,Schist_Shale,1,CRITICAL,1,46.5
LS000654,2025-06-05,Arunachal Pradesh,Papum Pare,26.9509,93.6772,130.4,333,18.0,Colluvial_Soil,0,NONE,0,0.0
LS000655,2025-06-05,Arunachal Pradesh,East Siang,28.2056,95.1857,94.4,172,8.3,Alluvial_Gravel,0,NONE,0,0.0
LS000656,2025-06-05,Arunachal Pradesh,Lower Subansiri,27.5834,93.8719,97.9,1513,34.6,Schist_Shale,1,HIGH,1,27.3
LS000657,2025-06-05,Assam,Kamrup Metropolitan,26.2181,91.6576,150.3,35,0.4,Alluvial_Clay,0,NONE,0,0.0
LS000658,2025-06-05,Assam,Kamrup Rural,26.0616,91.6247,72.3,79,2.0,Alluvial_Silt,0,NONE,0,0.0
LS000659,2025-06-06,Assam,Darrang,26.3054,91.9439,158.9,80,0.4,Brahmaputra_Sand_Silt,0,NONE,0,0.0
LS000660,2025-06-06,Assam,Sonitpur,26.5162,92.643,71.2,67,1.8,Alluvial_Silt,0,NONE,0,0.0
LS000661,2025-06-06,Assam,Dibrugarh,27.3727,94.8862,101.0,160,0.4,Alluvial_Clay,0,NONE,0,0.0
LS000662,2025-06-06,Assam,Cachar,24.7137,92.7727,52.5,75,2.2,Barak_Valley_Alluvium,0,NONE,0,0.0
LS000663,2025-06-06,Assam,Nagaon,26.2629,92.6694,77.0,106,2.7,Alluvial_Clay,0,NONE,0,0.0
LS000664,2025-06-06,Meghalaya,East Khasi Hills,25.5244,92.0288,239.2,1439,29.7,Sandstone_Silt,1,CRITICAL,1,21.8
LS000665,2025-06-06,Meghalaya,West Khasi Hills,25.4083,91.1325,204.3,1340,30.0,Red_Loam,1,CRITICAL,1,52.0
LS000666,2025-06-06,Meghalaya,Ri-Bhoi,25.9282,91.9141,203.4,551,17.5,Laterite_Clay,0,NONE,0,0.0
LS000667,2025-06-06,Meghalaya,West Jaintia Hills,25.4961,92.2322,228.0,1325,24.3,Limestone_Clay,1,CRITICAL,1,46.7
LS000668,2025-06-06,Sikkim,East Sikkim,27.2506,88.5135,164.9,1679,42.3,Loose_Phyllite,1,CRITICAL,1,50.9
LS000669,2025-06-07,Sikkim,North Sikkim,27.512,88.5982,89.1,2428,47.2,Schist_Shale,1,HIGH,1,47.8
LS000670,2025-06-07,Sikkim,South Sikkim,27.1915,88.452,115.0,1259,34.0,Loose_Phyllite,0,NONE,0,0.0
LS000671,2025-06-07,Nagaland,Kohima,25.5514,94.2058,152.1,1460,36.3,Disang_Shale,1,CRITICAL,1,44.9
LS000672,2025-06-07,Nagaland,Dimapur,25.7645,93.6287,103.2,172,6.2,Alluvial_Sandy_Loam,0,NONE,0,0.0
LS000673,2025-06-07,Nagaland,Mokokchung,26.2097,94.6055,64.0,1320,30.9,Disang_Shale,0,NONE,0,0.0
LS000674,2025-06-07,Manipur,Imphal West,24.6943,93.95,138.1,748,1.6,Lacustrine_Alluvium,0,NONE,0,0.0
LS000675,2025-06-07,Manipur,Bishnupur,24.5384,93.6279,87.9,766,3.3,Lacustrine_Alluvium,0,NONE,0,0.0
LS000676,2025-06-07,Manipur,Senapati,25.1906,93.8785,128.5,1286,30.5,Clayey_Loam,1,CRITICAL,1,48.2
LS000677,2025-06-07,Mizoram,Aizawl,23.7775,92.8101,134.8,1122,35.4,Siltstone_Shale,1,CRITICAL,1,18.0
LS000678,2025-06-07,Mizoram,Kolasib,24.2361,92.7822,148.4,654,24.6,Red_Loam,0,NONE,0,0.0
LS000679,2025-06-08,Mizoram,Lunglei,22.9361,92.8709,46.3,1033,33.4,Siltstone_Shale,0,NONE,0,0.0
LS000680,2025-06-08,Tripura,West Tripura,23.7052,91.4076,53.2,66,0.4,Sandy_Clay,0,NONE,0,0.0
LS000681,2025-06-08,Tripura,Sipahijala,23.64,91.3334,127.4,51,1.2,Sandy_Clay,0,NONE,0,0.0
LS000682,2025-06-08,Tripura,Dhalai,23.8347,91.9847,71.7,101,14.4,Red_Laterite,0,NONE,0,0.0
LS000683,2025-06-08,Arunachal Pradesh,Tawang,27.474,91.8364,172.5,2927,44.2,Gneissic_Debris,1,CRITICAL,1,44.1
LS000684,2025-06-08,Arunachal Pradesh,West Kameng,27.3027,92.5161,81.9,2173,37.1,Schist_Shale,1,HIGH,1,40.5
LS000685,2025-06-08,Arunachal Pradesh,Papum Pare,27.1926,93.4927,203.6,331,18.0,Colluvial_Soil,0,NONE,0,0.0
LS000686,2025-06-08,Arunachal Pradesh,East Siang,27.9989,95.3134,40.4,206,6.8,Alluvial_Gravel,0,NONE,0,0.0
LS000687,2025-06-08,Arunachal Pradesh,Lower Subansiri,27.5763,93.9145,50.4,1514,32.0,Schist_Shale,0,NONE,0,0.0
LS000688,2025-06-08,Assam,Kamrup Metropolitan,26.1709,91.8137,42.6,115,0.4,Alluvial_Clay,0,NONE,0,0.0
LS000689,2025-06-09,Assam,Kamrup Rural,26.2689,91.6477,140.9,109,1.1,Alluvial_Silt,0,NONE,0,0.0
LS000690,2025-06-09,Assam,Darrang,26.4253,91.9959,110.1,54,1.5,Brahmaputra_Sand_Silt,0,NONE,0,0.0
LS000691,2025-06-09,Assam,Sonitpur,26.5355,92.7635,119.6,97,2.6,Alluvial_Silt,0,NONE,0,0.0
LS000692,2025-06-09,Assam,Dibrugarh,27.3344,95.0289,42.6,90,1.8,Alluvial_Clay,0,NONE,0,0.0
LS000693,2025-06-09,Assam,Cachar,24.8259,92.7095,32.2,20,0.4,Barak_Valley_Alluvium,0,NONE,0,0.0
LS000694,2025-06-09,Assam,Nagaon,26.2861,92.6181,69.7,66,2.8,Alluvial_Clay,0,NONE,0,0.0
LS000695,2025-06-09,Meghalaya,East Khasi Hills,25.7205,91.8117,109.3,1468,32.9,Sandstone_Silt,0,NONE,0,0.0
LS000696,2025-06-09,Meghalaya,West Khasi Hills,25.6077,91.1908,246.8,1273,28.5,Red_Loam,1,CRITICAL,1,38.6
LS000697,2025-06-09,Meghalaya,Ri-Bhoi,25.8825,92.004,122.2,542,17.7,Laterite_Clay,0,NONE,0,0.0
LS000698,2025-06-09,Meghalaya,West Jaintia Hills,25.5602,92.2963,162.5,1335,27.5,Limestone_Clay,0,NONE,0,0.0
LS000699,2025-06-10,Sikkim,East Sikkim,27.4018,88.5775,52.0,1689,43.8,Loose_Phyllite,0,NONE,0,0.0
LS000700,2025-06-10,Sikkim,North Sikkim,27.3587,88.4578,66.7,2496,47.0,Schist_Shale,0,NONE,0,0.0
LS000701,2025-06-10,Sikkim,South Sikkim,27.0299,88.2152,111.7,1286,37.2,Loose_Phyllite,1,HIGH,1,46.1
LS000702,2025-06-10,Nagaland,Kohima,25.7722,94.1101,74.3,1461,37.9,Disang_Shale,0,NONE,0,0.0
LS000703,2025-06-10,Nagaland,Dimapur,25.8294,93.7241,109.5,192,2.2,Alluvial_Sandy_Loam,0,NONE,0,0.0
LS000704,2025-06-10,Nagaland,Mokokchung,26.3511,94.4749,128.5,1280,32.7,Disang_Shale,0,NONE,0,0.0
LS000705,2025-06-10,Manipur,Imphal West,24.9163,93.8139,108.2,728,1.6,Lacustrine_Alluvium,0,NONE,0,0.0
LS000706,2025-06-10,Manipur,Bishnupur,24.6541,93.904,146.5,819,2.1,Lacustrine_Alluvium,0,NONE,0,0.0
LS000707,2025-06-10,Manipur,Senapati,25.172,94.0555,33.6,1255,27.1,Clayey_Loam,0,NONE,0,0.0
LS000708,2025-06-10,Mizoram,Aizawl,23.8074,92.5703,43.9,1186,31.2,Siltstone_Shale,0,NONE,0,0.0
LS000709,2025-06-11,Mizoram,Kolasib,24.3103,92.5971,103.3,627,26.0,Red_Loam,0,NONE,0,0.0
LS000710,2025-06-11,Mizoram,Lunglei,23.0201,92.7828,149.7,1014,33.5,Siltstone_Shale,1,CRITICAL,1,15.3
LS000711,2025-06-11,Tripura,West Tripura,23.8192,91.2023,162.8,20,3.0,Sandy_Clay,0,NONE,0,0.0
LS000712,2025-06-11,Tripura,Sipahijala,23.6041,91.1927,32.2,37,5.5,Sandy_Clay,0,NONE,0,0.0
LS000713,2025-06-11,Tripura,Dhalai,23.9518,91.8684,72.0,156,12.5,Red_Laterite,0,NONE,0,0.0
LS000714,2025-06-11,Arunachal Pradesh,Tawang,27.4685,91.7286,121.8,2875,45.2,Gneissic_Debris,1,CRITICAL,1,32.4
LS000715,2025-06-11,Arunachal Pradesh,West Kameng,27.1928,92.4792,187.2,2254,38.8,Schist_Shale,0,NONE,0,0.0
LS000716,2025-06-11,Arunachal Pradesh,Papum Pare,27.1056,93.5387,125.1,267,20.0,Colluvial_Soil,0,NONE,0,0.0
LS000717,2025-06-11,Arunachal Pradesh,East Siang,28.096,95.3742,111.2,182,7.4,Alluvial_Gravel,0,NONE,0,0.0
LS000718,2025-06-11,Arunachal Pradesh,Lower Subansiri,27.5492,93.7687,191.4,1616,32.0,Schist_Shale,1,CRITICAL,1,40.9
LS000719,2025-06-12,Assam,Kamrup Metropolitan,26.0051,91.7986,133.9,68,2.8,Alluvial_Clay,0,NONE,0,0.0
LS000720,2025-06-12,Assam,Kamrup Rural,26.249,91.6179,112.4,79,2.3,Alluvial_Silt,0,NONE,0,0.0
LS000721,2025-06-12,Assam,Darrang,26.5036,92.0332,152.0,100,0.4,Brahmaputra_Sand_Silt,0,NONE,0,0.0
LS000722,2025-06-12,Assam,Sonitpur,26.6513,92.7307,86.0,78,0.4,Alluvial_Silt,0,NONE,0,0.0
LS000723,2025-06-12,Assam,Dibrugarh,27.5653,94.9909,110.3,71,3.0,Alluvial_Clay,0,NONE,0,0.0
LS000724,2025-06-12,Assam,Cachar,24.8796,92.6956,39.7,20,3.0,Barak_Valley_Alluvium,0,NONE,0,0.0
LS000725,2025-06-12,Assam,Nagaon,26.4316,92.6334,130.3,37,1.4,Alluvial_Clay,0,NONE,0,0.0
LS000726,2025-06-12,Meghalaya,East Khasi Hills,25.4641,91.7594,143.0,1511,30.9,Sandstone_Silt,1,CRITICAL,1,30.6
LS000727,2025-06-12,Meghalaya,West Khasi Hills,25.3814,91.3768,159.1,1284,26.1,Red_Loam,0,NONE,0,0.0
LS000728,2025-06-12,Meghalaya,Ri-Bhoi,25.909,91.8539,150.3,601,18.3,Laterite_Clay,0,NONE,0,0.0
LS000729,2025-06-13,Meghalaya,West Jaintia Hills,25.3601,92.1728,243.4,1342,28.0,Limestone_Clay,0,NONE,0,0.0
LS000730,2025-06-13,Sikkim,East Sikkim,27.2319,88.7152,136.3,1613,43.4,Loose_Phyllite,0,NONE,0,0.0
LS000731,2025-06-13,Sikkim,North Sikkim,27.5393,88.453,105.3,2471,46.3,Schist_Shale,1,HIGH,1,31.3
LS000732,2025-06-13,Sikkim,South Sikkim,27.0828,88.4321,40.9,1313,37.5,Loose_Phyllite,0,NONE,0,0.0
LS000733,2025-06-13,Nagaland,Kohima,25.7542,93.985,118.0,1458,35.5,Disang_Shale,1,HIGH,1,21.9
LS000734,2025-06-13,Nagaland,Dimapur,25.8855,93.7207,67.5,135,1.5,Alluvial_Sandy_Loam,0,NONE,0,0.0
LS000735,2025-06-13,Nagaland,Mokokchung,26.2869,94.3742,127.5,1301,32.3,Disang_Shale,1,CRITICAL,1,23.3
LS000736,2025-06-13,Manipur,Imphal West,24.6724,93.788,76.2,818,0.9,Lacustrine_Alluvium,0,NONE,0,0.0
LS000737,2025-06-13,Manipur,Bishnupur,24.5857,93.6532,122.3,759,3.5,Lacustrine_Alluvium,0,NONE,0,0.0
LS000738,2025-06-13,Manipur,Senapati,25.1296,93.8737,107.0,1227,29.3,Clayey_Loam,0,NONE,0,0.0
LS000739,2025-06-14,Mizoram,Aizawl,23.7343,92.6977,141.3,1157,35.5,Siltstone_Shale,0,NONE,0,0.0
LS000740,2025-06-14,Mizoram,Kolasib,24.3404,92.6378,72.4,574,22.8,Red_Loam,0,NONE,0,0.0
LS000741,2025-06-14,Mizoram,Lunglei,22.9736,92.5957,136.3,988,32.6,Siltstone_Shale,1,CRITICAL,1,44.4
LS000742,2025-06-14,Tripura,West Tripura,23.9017,91.3137,98.9,20,0.4,Sandy_Clay,0,NONE,0,0.0
LS000743,2025-06-14,Tripura,Sipahijala,23.7226,91.2746,85.6,53,1.8,Sandy_Clay,0,NONE,0,0.0
LS000744,2025-06-14,Tripura,Dhalai,23.7146,91.9984,130.0,164,10.0,Red_Laterite,0,NONE,0,0.0
LS000745,2025-06-14,Arunachal Pradesh,Tawang,27.4506,91.7441,147.6,2896,43.9,Gneissic_Debris,1,CRITICAL,1,30.1
LS000746,2025-06-14,Arunachal Pradesh,West Kameng,27.2568,92.3118,71.6,2228,38.9,Schist_Shale,0,NONE,0,0.0
LS000747,2025-06-14,Arunachal Pradesh,Papum Pare,27.0767,93.4969,132.9,326,17.3,Colluvial_Soil,0,NONE,0,0.0
LS000748,2025-06-14,Arunachal Pradesh,East Siang,27.9571,95.4252,107.2,108,9.3,Alluvial_Gravel,0,NONE,0,0.0
LS000749,2025-06-15,Arunachal Pradesh,Lower Subansiri,27.4848,93.9154,83.5,1563,30.9,Schist_Shale,1,HIGH,1,48.8
LS000750,2025-06-15,Assam,Kamrup Metropolitan,26.0734,91.7431,30.4,20,0.5,Alluvial_Clay,0,NONE,0,0.0
LS000751,2025-06-15,Assam,Kamrup Rural,26.0831,91.5764,153.7,114,0.4,Alluvial_Silt,0,NONE,0,0.0
LS000752,2025-06-15,Assam,Darrang,26.4012,91.8818,130.9,77,0.4,Brahmaputra_Sand_Silt,0,NONE,0,0.0
LS000753,2025-06-15,Assam,Sonitpur,26.656,92.7908,42.9,29,3.5,Alluvial_Silt,0,NONE,0,0.0
LS000754,2025-06-15,Assam,Dibrugarh,27.5399,95.0334,99.4,130,0.4,Alluvial_Clay,0,NONE,0,0.0
LS000755,2025-06-15,Assam,Cachar,24.7721,92.7682,58.4,20,3.4,Barak_Valley_Alluvium,0,NONE,0,0.0
LS000756,2025-06-15,Assam,Nagaon,26.4509,92.6421,111.3,90,0.4,Alluvial_Clay,0,NONE,0,0.0
LS000757,2025-06-15,Meghalaya,East Khasi Hills,25.4573,91.9708,188.2,1435,28.0,Sandstone_Silt,1,CRITICAL,1,35.4
LS000758,2025-06-15,Meghalaya,West Khasi Hills,25.5542,91.2086,155.1,1334,27.7,Red_Loam,1,CRITICAL,1,29.5
LS000759,2025-06-16,Meghalaya,Ri-Bhoi,26.0135,91.7579,89.5,594,15.7,Laterite_Clay,0,NONE,0,0.0
